team2Score,team1Score,team1,team2
115,111,Orlando Magic,Atlanta Hawks
125,101,Cleveland Cavaliers,Boston Celtics
130,134,New York Knicks,Charlotte Hornets
116,124,Philadelphia 76ers,Chicago Bulls
158,162,Golden State Warriors,Denver Nuggets
115,104,Milwaukee Bucks,Detroit Pistons
100,81,New Jersey Nets,Indiana Pacers
90,80,Sacramento Kings,Los Angeles Clippers
119,95,Washington Bullets,Miami Heat
98,85,Dallas Mavericks,Minnesota Timberwolves
90,89,Houston Rockets,Portland Trail Blazers
96,119,Phoenix Suns,Utah Jazz
121,120,Indiana Pacers,Atlanta Hawks
140,110,Denver Nuggets,Dallas Mavericks
106,97,Cleveland Cavaliers,Detroit Pistons
111,93,Minnesota Timberwolves,Milwaukee Bucks
103,106,Boston Celtics,New York Knicks
97,104,Charlotte Hornets,Orlando Magic
112,110,New Jersey Nets,Philadelphia 76ers
101,102,Utah Jazz,Phoenix Suns
93,95,Portland Trail Blazers,Sacramento Kings
110,99,Los Angeles Lakers,San Antonio Spurs
118,106,Houston Rockets,Seattle SuperSonics
103,102,Chicago Bulls,Washington Bullets
109,107,Golden State Warriors,Los Angeles Clippers
113,105,New Jersey Nets,Charlotte Hornets
108,110,Boston Celtics,Chicago Bulls
130,109,Los Angeles Clippers,Golden State Warriors
145,135,Denver Nuggets,Houston Rockets
98,96,Minnesota Timberwolves,Indiana Pacers
123,125,Portland Trail Blazers,Los Angeles Lakers
94,106,Milwaukee Bucks,Miami Heat
91,96,Dallas Mavericks,New York Knicks
95,102,Cleveland Cavaliers,Orlando Magic
85,102,Atlanta Hawks,Sacramento Kings
100,92,Detroit Pistons,Seattle SuperSonics
100,89,Charlotte Hornets,Cleveland Cavaliers
83,110,Detroit Pistons,Los Angeles Clippers
91,96,Chicago Bulls,Minnesota Timberwolves
101,104,Dallas Mavericks,Philadelphia 76ers
126,119,Golden State Warriors,Phoenix Suns
161,153,Denver Nuggets,San Antonio Spurs
103,99,Orlando Magic,Houston Rockets
141,111,Philadelphia 76ers,Milwaukee Bucks
114,103,Miami Heat,New Jersey Nets
114,103,Washington Bullets,New York Knicks
103,94,San Antonio Spurs,Utah Jazz
100,120,Chicago Bulls,Boston Celtics
111,99,Orlando Magic,Dallas Mavericks
129,135,Seattle SuperSonics,Denver Nuggets
143,128,Atlanta Hawks,Golden State Warriors
122,107,Cleveland Cavaliers,Indiana Pacers
100,86,Sacramento Kings,Los Angeles Lakers
106,77,Charlotte Hornets,Minnesota Timberwolves
113,101,Detroit Pistons,Portland Trail Blazers
100,108,Milwaukee Bucks,Washington Bullets
105,86,Charlotte Hornets,Chicago Bulls
104,88,Philadelphia 76ers,Cleveland Cavaliers
94,112,Atlanta Hawks,Los Angeles Clippers
120,105,Indiana Pacers,Miami Heat
91,105,Boston Celtics,New Jersey Nets
