team2Score,team1Score,team1,team2
98,101,Los Angeles Lakers,Oklahoma City Thunder
74,105,Boston Celtics,Philadelphia 76ers
91,97,Atlanta Hawks,Portland Trail Blazers
113,105,Memphis Grizzlies,Golden State Warriors
102,103,Los Angeles Lakers,Houston Rockets
90,92,Boston Celtics,Minnesota Timberwolves
94,122,Denver Nuggets,New Jersey Nets
114,107,Dallas Mavericks,New Orleans Hornets
89,101,Indiana Pacers,New York Knicks
122,100,Phoenix Suns,Orlando Magic
105,113,Atlanta Hawks,Sacramento Kings
110,99,Detroit Pistons,Toronto Raptors
89,93,Miami Heat,Washington Wizards
85,86,Chicago Bulls,Cleveland Cavaliers
113,99,San Antonio Spurs,Utah Jazz
103,110,Phoenix Suns,Boston Celtics
103,83,Atlanta Hawks,Charlotte Bobcats
90,118,Los Angeles Clippers,Golden State Warriors
105,94,Oklahoma City Thunder,Houston Rockets
102,86,Washington Wizards,Indiana Pacers
114,98,Memphis Grizzlies,Los Angeles Lakers
96,88,Denver Nuggets,Miami Heat
72,87,Milwaukee Bucks,Minnesota Timberwolves
90,107,Toronto Raptors,New Orleans Hornets
91,100,Cleveland Cavaliers,New York Knicks
110,103,Detroit Pistons,Orlando Magic
97,94,New Jersey Nets,Philadelphia 76ers
96,84,San Antonio Spurs,Portland Trail Blazers
125,100,Denver Nuggets,Atlanta Hawks
93,90,Charlotte Bobcats,Chicago Bulls
129,101,Toronto Raptors,Dallas Mavericks
113,110,Memphis Grizzlies,Los Angeles Clippers
102,87,New York Knicks,Milwaukee Bucks
76,86,Boston Celtics,New Jersey Nets
99,104,Sacramento Kings,Utah Jazz
88,81,Philadelphia 76ers,Detroit Pistons
104,88,New Orleans Hornets,Los Angeles Lakers
102,74,Orlando Magic,Oklahoma City Thunder
116,93,Minnesota Timberwolves,Portland Trail Blazers
120,107,Golden State Warriors,Sacramento Kings
90,102,Phoenix Suns,Washington Wizards
146,105,Minnesota Timberwolves,Golden State Warriors
84,112,New Orleans Hornets,Los Angeles Clippers
93,95,Utah Jazz,New York Knicks
115,119,Phoenix Suns,Philadelphia 76ers
131,124,Toronto Raptors,San Antonio Spurs
81,93,Orlando Magic,Charlotte Bobcats
89,90,Denver Nuggets,Chicago Bulls
121,103,Houston Rockets,Dallas Mavericks
79,93,Portland Trail Blazers,Memphis Grizzlies
90,76,Washington Wizards,Miami Heat
101,98,Oklahoma City Thunder,Sacramento Kings
105,86,Utah Jazz,Boston Celtics
98,75,Charlotte Bobcats,Detroit Pistons
104,79,Memphis Grizzlies,Houston Rockets
108,94,Golden State Warriors,Indiana Pacers
79,83,Oklahoma City Thunder,Los Angeles Clippers
108,102,Denver Nuggets,Milwaukee Bucks
84,107,Portland Trail Blazers,Minnesota Timberwolves
79,82,Philadelphia 76ers,New Jersey Nets
101,114,Atlanta Hawks,New York Knicks
93,102,Cleveland Cavaliers,Orlando Magic
124,104,New Orleans Hornets,Phoenix Suns
92,83,Dallas Mavericks,San Antonio Spurs
99,89,Chicago Bulls,Toronto Raptors
121,102,Phoenix Suns,Los Angeles Lakers
104,111,Cleveland Cavaliers,Miami Heat
86,97,Atlanta Hawks,Boston Celtics
105,79,Los Angeles Lakers,Denver Nuggets
89,104,Toronto Raptors,Los Angeles Clippers
77,89,Dallas Mavericks,Minnesota Timberwolves
78,86,Portland Trail Blazers,New Orleans Hornets
107,121,Golden State Warriors,New York Knicks
88,72,New Jersey Nets,Orlando Magic
90,112,Utah Jazz,Philadelphia 76ers
109,100,Houston Rockets,Sacramento Kings
121,98,New Orleans Hornets,Atlanta Hawks
74,80,Portland Trail Blazers,Charlotte Bobcats
94,88,Philadelphia 76ers,Chicago Bulls
107,103,Utah Jazz,Cleveland Cavaliers
113,104,Boston Celtics,Indiana Pacers
97,87,Minnesota Timberwolves,Memphis Grizzlies
81,80,New Jersey Nets,Miami Heat
129,125,Golden State Warriors,Milwaukee Bucks
98,101,Oklahoma City Thunder,San Antonio Spurs
103,106,Detroit Pistons,Washington Wizards
90,95,Dallas Mavericks,Detroit Pistons
91,101,Houston Rockets,Los Angeles Lakers
93,101,Los Angeles Clippers,Oklahoma City Thunder
101,100,Toronto Raptors,Phoenix Suns
99,95,Portland Trail Blazers,Atlanta Hawks
113,115,Dallas Mavericks,Milwaukee Bucks
97,91,Charlotte Bobcats,Orlando Magic
114,108,Golden State Warriors,Cleveland Cavaliers
130,112,Toronto Raptors,Denver Nuggets
105,111,Phoenix Suns,Houston Rockets
106,93,Detroit Pistons,Los Angeles Lakers
87,100,Oklahoma City Thunder,Miami Heat
83,91,Indiana Pacers,New Jersey Nets
110,102,Los Angeles Clippers,New Orleans Hornets
87,101,Chicago Bulls,Sacramento Kings
105,90,Miami Heat,Atlanta Hawks
109,95,Golden State Warriors,Boston Celtics
99,94,San Antonio Spurs,Dallas Mavericks
103,110,New York Knicks,Indiana Pacers
106,91,Los Angeles Clippers,Memphis Grizzlies
99,85,New Jersey Nets,Milwaukee Bucks
84,97,Houston Rockets,Minnesota Timberwolves
108,94,Oklahoma City Thunder,Orlando Magic
86,84,Charlotte Bobcats,Philadelphia 76ers
87,81,Detroit Pistons,Portland Trail Blazers
104,91,Toronto Raptors,Utah Jazz
108,91,Cleveland Cavaliers,Washington Wizards
108,93,Chicago Bulls,Los Angeles Lakers
110,103,Phoenix Suns,New Orleans Hornets
83,90,Utah Jazz,San Antonio Spurs
105,103,Houston Rockets,Atlanta Hawks
78,83,Orlando Magic,Boston Celtics
104,102,Sacramento Kings,Dallas Mavericks
108,94,Portland Trail Blazers,Golden State Warriors
95,105,Cleveland Cavaliers,Indiana Pacers
106,99,Denver Nuggets,Los Angeles Clippers
95,88,Charlotte Bobcats,Milwaukee Bucks
127,108,Washington Wizards,Oklahoma City Thunder
97,102,Memphis Grizzlies,Philadelphia 76ers
120,113,Miami Heat,Toronto Raptors
97,91,Philadelphia 76ers,Cleveland Cavaliers
112,93,Chicago Bulls,Denver Nuggets
113,106,Sacramento Kings,Houston Rockets
98,103,Milwaukee Bucks,Memphis Grizzlies
91,98,New York Knicks,New Jersey Nets
96,88,Atlanta Hawks,New Orleans Hornets
106,78,Minnesota Timberwolves,Portland Trail Blazers
106,84,Washington Wizards,San Antonio Spurs
100,97,Detroit Pistons,Utah Jazz
104,88,Indiana Pacers,Charlotte Bobcats
101,85,Oklahoma City Thunder,Los Angeles Lakers
102,101,New Orleans Hornets,Miami Heat
105,107,Boston Celtics,New York Knicks
117,91,Detroit Pistons,Phoenix Suns
96,104,Orlando Magic,Toronto Raptors
91,87,Minnesota Timberwolves,Los Angeles Clippers
116,105,Sacramento Kings,Memphis Grizzlies
122,98,Chicago Bulls,Portland Trail Blazers
112,98,Milwaukee Bucks,San Antonio Spurs
103,111,Golden State Warriors,Dallas Mavericks
101,87,New Jersey Nets,Denver Nuggets
100,90,New York Knicks,Los Angeles Lakers
123,112,Indiana Pacers,Toronto Raptors
94,104,Oklahoma City Thunder,Utah Jazz
108,107,Philadelphia 76ers,Washington Wizards
113,110,Philadelphia 76ers,Boston Celtics
116,81,Toronto Raptors,Charlotte Bobcats
88,98,Cleveland Cavaliers,Detroit Pistons
99,130,Dallas Mavericks,Houston Rockets
86,73,Los Angeles Clippers,Indiana Pacers
111,124,Denver Nuggets,Minnesota Timberwolves
102,99,Milwaukee Bucks,New Orleans Hornets
98,99,Miami Heat,Orlando Magic
126,111,Memphis Grizzlies,Phoenix Suns
93,83,New Jersey Nets,Portland Trail Blazers
111,97,New York Knicks,Sacramento Kings
118,104,Golden State Warriors,San Antonio Spurs
76,93,Orlando Magic,Atlanta Hawks
105,86,Chicago Bulls,Utah Jazz
116,103,Toronto Raptors,Boston Celtics
94,87,Cleveland Cavaliers,Charlotte Bobcats
128,125,New York Knicks,Denver Nuggets
96,104,Los Angeles Clippers,Detroit Pistons
84,92,San Antonio Spurs,Houston Rockets
92,113,Dallas Mavericks,Indiana Pacers
84,94,Washington Wizards,Miami Heat
95,120,Phoenix Suns,Minnesota Timberwolves
108,90,Milwaukee Bucks,Oklahoma City Thunder
86,100,Atlanta Hawks,Philadelphia 76ers
96,106,Memphis Grizzlies,Portland Trail Blazers
109,96,New Jersey Nets,Sacramento Kings
111,95,Dallas Mavericks,Cleveland Cavaliers
97,130,Los Angeles Lakers,Golden State Warriors
98,100,Orlando Magic,Milwaukee Bucks
108,92,Portland Trail Blazers,Utah Jazz
76,92,Charlotte Bobcats,Washington Wizards
100,106,Minnesota Timberwolves,Denver Nuggets
94,88,Atlanta Hawks,Detroit Pistons
98,88,Memphis Grizzlies,Los Angeles Clippers
106,87,New Jersey Nets,Los Angeles Lakers
85,92,Boston Celtics,Miami Heat
102,114,Orlando Magic,New York Knicks
91,100,Houston Rockets,Oklahoma City Thunder
112,96,New Orleans Hornets,Sacramento Kings
97,89,Philadelphia 76ers,San Antonio Spurs
94,113,Phoenix Suns,Toronto Raptors
104,102,Philadelphia 76ers,Dallas Mavericks
126,107,Indiana Pacers,Golden State Warriors
99,97,Chicago Bulls,Milwaukee Bucks
120,93,Memphis Grizzlies,Utah Jazz
90,108,Boston Celtics,Charlotte Bobcats
135,107,Golden State Warriors,Denver Nuggets
110,99,New Orleans Hornets,Los Angeles Lakers
126,99,Phoenix Suns,New York Knicks
100,107,Miami Heat,Portland Trail Blazers
102,106,Washington Wizards,Toronto Raptors
146,115,Toronto Raptors,Atlanta Hawks
92,85,Detroit Pistons,Chicago Bulls
107,90,Phoenix Suns,Cleveland Cavaliers
85,102,Houston Rockets,Los Angeles Clippers
95,97,Memphis Grizzlies,Minnesota Timberwolves
101,117,Dallas Mavericks,New Jersey Nets
117,106,Philadelphia 76ers,Oklahoma City Thunder
118,104,New York Knicks,Orlando Magic
110,105,Indiana Pacers,Sacramento Kings
104,102,Milwaukee Bucks,Washington Wizards
114,96,Miami Heat,Denver Nuggets
109,111,Houston Rockets,Golden State Warriors
83,90,Boston Celtics,San Antonio Spurs
107,114,New York Knicks,Atlanta Hawks
101,87,Chicago Bulls,Cleveland Cavaliers
105,96,Milwaukee Bucks,Detroit Pistons
108,107,Miami Heat,Los Angeles Lakers
98,82,Dallas Mavericks,Memphis Grizzlies
97,91,Charlotte Bobcats,New Jersey Nets
98,89,Minnesota Timberwolves,New Orleans Hornets
87,105,Boston Celtics,Oklahoma City Thunder
96,87,Indiana Pacers,Utah Jazz
107,109,Toronto Raptors,Washington Wizards
106,105,Philadelphia 76ers,Charlotte Bobcats
78,110,Toronto Raptors,Chicago Bulls
75,80,Atlanta Hawks,Dallas Mavericks
118,126,Orlando Magic,Golden State Warriors
88,72,Indiana Pacers,Los Angeles Clippers
108,101,Utah Jazz,Minnesota Timberwolves
115,107,Sacramento Kings,Phoenix Suns
90,89,Houston Rockets,Portland Trail Blazers
99,106,Denver Nuggets,San Antonio Spurs
98,94,Washington Wizards,Detroit Pistons
108,88,Phoenix Suns,Los Angeles Lakers
86,101,Cleveland Cavaliers,Milwaukee Bucks
106,97,New Jersey Nets,New York Knicks
102,115,Miami Heat,Sacramento Kings
93,84,Portland Trail Blazers,New York Knicks
104,88,Golden State Warriors,Oklahoma City Thunder
83,93,Denver Nuggets,Philadelphia 76ers
104,101,San Antonio Spurs,Utah Jazz
98,89,Milwaukee Bucks,Boston Celtics
107,95,Denver Nuggets,Charlotte Bobcats
101,103,New Jersey Nets,Chicago Bulls
102,101,Phoenix Suns,Dallas Mavericks
86,97,Orlando Magic,Los Angeles Clippers
111,109,Cleveland Cavaliers,Memphis Grizzlies
96,94,Sacramento Kings,New Orleans Hornets
94,88,Minnesota Timberwolves,Toronto Raptors
118,83,Chicago Bulls,Atlanta Hawks
95,85,Cleveland Cavaliers,Houston Rockets
91,102,Portland Trail Blazers,Indiana Pacers
101,77,Utah Jazz,Los Angeles Lakers
117,95,Toronto Raptors,Milwaukee Bucks
96,97,New Orleans Hornets,Minnesota Timberwolves
89,105,Golden State Warriors,New Jersey Nets
86,90,Detroit Pistons,Philadelphia 76ers
118,106,Sacramento Kings,San Antonio Spurs
101,99,Denver Nuggets,Detroit Pistons
120,111,Orlando Magic,Utah Jazz
102,104,Boston Celtics,Washington Wizards
96,91,Golden State Warriors,Chicago Bulls
104,99,Portland Trail Blazers,Cleveland Cavaliers
107,91,New Jersey Nets,Indiana Pacers
104,92,Minnesota Timberwolves,Los Angeles Lakers
94,102,Oklahoma City Thunder,Memphis Grizzlies
93,106,Dallas Mavericks,Miami Heat
96,113,New York Knicks,New Orleans Hornets
91,96,Houston Rockets,Philadelphia 76ers
106,103,Orlando Magic,Phoenix Suns
104,85,Charlotte Bobcats,San Antonio Spurs
89,111,Atlanta Hawks,Toronto Raptors
80,106,Boston Celtics,Chicago Bulls
98,97,Charlotte Bobcats,Dallas Mavericks
105,99,Phoenix Suns,Denver Nuggets
104,95,Golden State Warriors,Detroit Pistons
108,101,Portland Trail Blazers,Milwaukee Bucks
120,100,Minnesota Timberwolves,Sacramento Kings
102,94,Los Angeles Lakers,Utah Jazz
113,114,Indiana Pacers,Washington Wizards
130,107,New Jersey Nets,Atlanta Hawks
90,115,San Antonio Spurs,Los Angeles Clippers
90,118,Memphis Grizzlies,Miami Heat
89,102,Cleveland Cavaliers,Oklahoma City Thunder
101,88,Houston Rockets,Toronto Raptors
94,90,New Orleans Hornets,Dallas Mavericks
102,93,Oklahoma City Thunder,Denver Nuggets
97,95,Washington Wizards,Los Angeles Clippers
105,110,Boston Celtics,Memphis Grizzlies
106,98,Indiana Pacers,Orlando Magic
117,101,Golden State Warriors,Philadelphia 76ers
108,110,Minnesota Timberwolves,Utah Jazz
94,87,New York Knicks,Charlotte Bobcats
87,96,Los Angeles Lakers,Chicago Bulls
99,89,New Jersey Nets,Cleveland Cavaliers
107,96,Detroit Pistons,Houston Rockets
115,95,Toronto Raptors,Miami Heat
116,104,San Antonio Spurs,Phoenix Suns
95,88,Sacramento Kings,Portland Trail Blazers
110,97,Memphis Grizzlies,Atlanta Hawks
111,101,Houston Rockets,Denver Nuggets
91,103,San Antonio Spurs,Golden State Warriors
101,98,Charlotte Bobcats,Indiana Pacers
106,107,Los Angeles Lakers,Milwaukee Bucks
95,120,Los Angeles Clippers,Minnesota Timberwolves
92,108,Utah Jazz,New Jersey Nets
95,87,Detroit Pistons,New Orleans Hornets
86,100,Dallas Mavericks,Oklahoma City Thunder
118,99,Toronto Raptors,Orlando Magic
101,108,Cleveland Cavaliers,Philadelphia 76ers
112,109,Washington Wizards,Sacramento Kings
98,89,New York Knicks,Chicago Bulls
104,86,Orlando Magic,Miami Heat
105,102,Phoenix Suns,Portland Trail Blazers
96,83,Utah Jazz,Atlanta Hawks
97,98,Philadelphia 76ers,Boston Celtics
85,82,Milwaukee Bucks,Cleveland Cavaliers
108,116,Houston Rockets,Dallas Mavericks
109,118,Washington Wizards,Golden State Warriors
107,94,Indiana Pacers,Memphis Grizzlies
112,96,Sacramento Kings,Minnesota Timberwolves
98,92,Denver Nuggets,New Orleans Hornets
95,91,Los Angeles Clippers,New York Knicks
109,98,Detroit Pistons,Oklahoma City Thunder
118,95,New Jersey Nets,Toronto Raptors
102,110,Utah Jazz,Charlotte Bobcats
101,98,Atlanta Hawks,Chicago Bulls
95,90,Oklahoma City Thunder,Houston Rockets
95,96,Sacramento Kings,Milwaukee Bucks
84,103,Los Angeles Lakers,New Jersey Nets
92,83,Portland Trail Blazers,Orlando Magic
107,112,Los Angeles Clippers,Philadelphia 76ers
121,95,Washington Wizards,Phoenix Suns
100,99,Indiana Pacers,San Antonio Spurs
122,104,Minnesota Timberwolves,Boston Celtics
102,95,Cleveland Cavaliers,Dallas Mavericks
81,93,Los Angeles Lakers,Detroit Pistons
102,96,Denver Nuggets,Memphis Grizzlies
95,102,Portland Trail Blazers,Miami Heat
98,94,Charlotte Bobcats,New York Knicks
98,92,New Orleans Hornets,Toronto Raptors
98,102,Sacramento Kings,Chicago Bulls
81,84,Milwaukee Bucks,Indiana Pacers
104,99,Utah Jazz,Orlando Magic
91,109,Cleveland Cavaliers,Phoenix Suns
103,87,Los Angeles Clippers,San Antonio Spurs
103,94,Indiana Pacers,Boston Celtics
88,76,Detroit Pistons,Charlotte Bobcats
81,85,Portland Trail Blazers,Dallas Mavericks
108,99,Los Angeles Clippers,Houston Rockets
111,108,Oklahoma City Thunder,Los Angeles Lakers
121,108,Golden State Warriors,Memphis Grizzlies
87,112,Atlanta Hawks,Minnesota Timberwolves
88,81,Chicago Bulls,New York Knicks
105,98,Philadelphia 76ers,Washington Wizards
124,104,Atlanta Hawks,Denver Nuggets
64,94,Toronto Raptors,Detroit Pistons
80,70,Utah Jazz,Miami Heat
97,109,Washington Wizards,Milwaukee Bucks
99,103,Minnesota Timberwolves,New Jersey Nets
108,102,Golden State Warriors,New Orleans Hornets
102,87,Houston Rockets,Orlando Magic
113,117,Oklahoma City Thunder,Phoenix Suns
104,117,Cleveland Cavaliers,Sacramento Kings
94,98,Portland Trail Blazers,San Antonio Spurs
87,102,Cleveland Cavaliers,Los Angeles Lakers
87,93,Miami Heat,New York Knicks
77,86,Boston Celtics,Orlando Magic
124,93,Los Angeles Clippers,Phoenix Suns
107,96,Denver Nuggets,Portland Trail Blazers
96,85,New Orleans Hornets,Chicago Bulls
106,101,Memphis Grizzlies,Dallas Mavericks
132,127,Phoenix Suns,Golden State Warriors
98,110,Atlanta Hawks,Indiana Pacers
97,112,San Antonio Spurs,Milwaukee Bucks
101,89,Washington Wizards,Minnesota Timberwolves
93,98,Houston Rockets,New Jersey Nets
98,91,Charlotte Bobcats,Oklahoma City Thunder
103,112,Los Angeles Lakers,Sacramento Kings
97,76,Philadelphia 76ers,Utah Jazz
108,83,Houston Rockets,Cleveland Cavaliers
96,104,Dallas Mavericks,Denver Nuggets
92,90,Boston Celtics,Los Angeles Clippers
114,80,Indiana Pacers,Miami Heat
88,95,San Antonio Spurs,New York Knicks
102,95,Detroit Pistons,Toronto Raptors
94,84,Milwaukee Bucks,Charlotte Bobcats
103,99,Boston Celtics,Golden State Warriors
116,111,Washington Wizards,Memphis Grizzlies
89,105,Oklahoma City Thunder,New Jersey Nets
118,103,Los Angeles Lakers,Phoenix Suns
93,104,Philadelphia 76ers,Portland Trail Blazers
106,101,Denver Nuggets,Sacramento Kings
84,95,Cleveland Cavaliers,Atlanta Hawks
104,95,Indiana Pacers,Chicago Bulls
87,104,New York Knicks,Detroit Pistons
108,100,New Orleans Hornets,Houston Rockets
124,118,Golden State Warriors,Los Angeles Lakers
117,99,Minnesota Timberwolves,San Antonio Spurs
98,110,Oklahoma City Thunder,Washington Wizards
106,101,Atlanta Hawks,Cleveland Cavaliers
110,121,Memphis Grizzlies,Indiana Pacers
103,107,Utah Jazz,Minnesota Timberwolves
104,95,New York Knicks,New Jersey Nets
95,91,Miami Heat,New Orleans Hornets
117,92,Milwaukee Bucks,Orlando Magic
116,98,Boston Celtics,Phoenix Suns
103,99,Los Angeles Clippers,Portland Trail Blazers
106,116,Philadelphia 76ers,Sacramento Kings
107,103,Charlotte Bobcats,Toronto Raptors
87,98,Chicago Bulls,Detroit Pistons
97,94,Dallas Mavericks,Houston Rockets
104,88,Philadelphia 76ers,Los Angeles Clippers
87,86,Utah Jazz,Oklahoma City Thunder
108,78,Miami Heat,San Antonio Spurs
108,112,New York Knicks,Atlanta Hawks
109,108,Sacramento Kings,Los Angeles Lakers
94,106,Orlando Magic,Minnesota Timberwolves
103,96,Toronto Raptors,Boston Celtics
101,93,Orlando Magic,Chicago Bulls
122,111,Minnesota Timberwolves,Indiana Pacers
97,107,Charlotte Bobcats,Miami Heat
103,97,Oklahoma City Thunder,Milwaukee Bucks
86,94,Cleveland Cavaliers,New Jersey Nets
99,95,Houston Rockets,New Orleans Hornets
103,128,Memphis Grizzlies,Phoenix Suns
105,89,Golden State Warriors,Portland Trail Blazers
91,99,Dallas Mavericks,Sacramento Kings
95,105,Denver Nuggets,Utah Jazz
86,97,San Antonio Spurs,Washington Wizards
88,91,Charlotte Bobcats,Cleveland Cavaliers
105,108,Philadelphia 76ers,Denver Nuggets
131,96,Dallas Mavericks,Los Angeles Lakers
132,89,Indiana Pacers,New York Knicks
91,86,San Antonio Spurs,Toronto Raptors
85,98,Oklahoma City Thunder,Chicago Bulls
105,95,Portland Trail Blazers,Los Angeles Clippers
92,75,Atlanta Hawks,Miami Heat
87,91,New Orleans Hornets,Utah Jazz
113,108,Chicago Bulls,Charlotte Bobcats
98,93,Detroit Pistons,Dallas Mavericks
123,122,Golden State Warriors,Denver Nuggets
97,90,Orlando Magic,Indiana Pacers
88,79,Houston Rockets,Los Angeles Lakers
76,98,Milwaukee Bucks,New Jersey Nets
97,104,Washington Wizards,Philadelphia 76ers
105,109,Memphis Grizzlies,Portland Trail Blazers
109,113,Phoenix Suns,Sacramento Kings
119,89,New Jersey Nets,Atlanta Hawks
121,98,Washington Wizards,Cleveland Cavaliers
102,91,Los Angeles Lakers,Los Angeles Clippers
106,112,Boston Celtics,Miami Heat
101,107,Golden State Warriors,Minnesota Timberwolves
92,97,New Orleans Hornets,Oklahoma City Thunder
103,108,Toronto Raptors,Orlando Magic
118,110,Houston Rockets,Phoenix Suns
112,92,Detroit Pistons,San Antonio Spurs
117,94,Memphis Grizzlies,Utah Jazz
97,93,Charlotte Bobcats,New York Knicks
93,85,Boston Celtics,Atlanta Hawks
99,97,Cleveland Cavaliers,Denver Nuggets
108,101,Sacramento Kings,Golden State Warriors
91,89,Utah Jazz,Memphis Grizzlies
96,93,Chicago Bulls,Milwaukee Bucks
116,109,Indiana Pacers,Minnesota Timberwolves
103,99,New Jersey Nets,New Orleans Hornets
106,108,Toronto Raptors,Philadelphia 76ers
105,109,Miami Heat,Phoenix Suns
107,98,Los Angeles Lakers,Portland Trail Blazers
103,112,Dallas Mavericks,San Antonio Spurs
104,97,Orlando Magic,Washington Wizards
89,87,Memphis Grizzlies,Charlotte Bobcats
110,96,Minnesota Timberwolves,Chicago Bulls
93,111,Utah Jazz,Dallas Mavericks
94,104,Philadelphia 76ers,Detroit Pistons
105,96,New York Knicks,Houston Rockets
108,102,Indiana Pacers,Oklahoma City Thunder
113,81,Atlanta Hawks,Orlando Magic
102,100,Denver Nuggets,Sacramento Kings
94,84,Miami Heat,Los Angeles Clippers
95,77,Milwaukee Bucks,Los Angeles Lakers
94,106,Cleveland Cavaliers,Portland Trail Blazers
97,85,New Jersey Nets,San Antonio Spurs
107,114,Boston Celtics,Toronto Raptors
110,115,New Orleans Hornets,Washington Wizards
96,102,Atlanta Hawks,Boston Celtics
120,87,Detroit Pistons,Chicago Bulls
105,94,Minnesota Timberwolves,Denver Nuggets
114,117,Cleveland Cavaliers,Golden State Warriors
105,101,Toronto Raptors,Indiana Pacers
106,88,New York Knicks,Oklahoma City Thunder
96,92,New Orleans Hornets,Philadelphia 76ers
105,101,Milwaukee Bucks,Phoenix Suns
118,89,Miami Heat,Utah Jazz
102,94,Houston Rockets,Charlotte Bobcats
104,102,Los Angeles Clippers,Memphis Grizzlies
88,109,Orlando Magic,Sacramento Kings
105,85,Los Angeles Lakers,San Antonio Spurs
90,99,Detroit Pistons,Washington Wizards
94,82,Washington Wizards,Atlanta Hawks
95,100,Los Angeles Lakers,Dallas Mavericks
115,97,Orlando Magic,Denver Nuggets
102,115,Miami Heat,Golden State Warriors
120,114,Minnesota Timberwolves,Houston Rockets
122,114,Phoenix Suns,Indiana Pacers
87,111,Boston Celtics,New Jersey Nets
108,94,Los Angeles Clippers,New Orleans Hornets
108,109,San Antonio Spurs,Oklahoma City Thunder
92,93,New York Knicks,Philadelphia 76ers
120,108,Milwaukee Bucks,Portland Trail Blazers
83,96,Chicago Bulls,Boston Celtics
97,96,Cleveland Cavaliers,Utah Jazz
102,101,Phoenix Suns,Atlanta Hawks
92,76,San Antonio Spurs,Charlotte Bobcats
121,119,Washington Wizards,Chicago Bulls
99,98,Oklahoma City Thunder,Dallas Mavericks
110,104,New Orleans Hornets,Detroit Pistons
104,113,Milwaukee Bucks,Golden State Warriors
106,115,Miami Heat,Houston Rockets
126,86,Los Angeles Clippers,Los Angeles Lakers
135,110,Minnesota Timberwolves,Memphis Grizzlies
105,121,Indiana Pacers,New Jersey Nets
104,112,Toronto Raptors,New York Knicks
98,86,Sacramento Kings,Philadelphia 76ers
102,87,Orlando Magic,Portland Trail Blazers
125,99,Phoenix Suns,Charlotte Bobcats
94,90,New York Knicks,Detroit Pistons
96,101,New Orleans Hornets,Indiana Pacers
101,102,Cleveland Cavaliers,Los Angeles Clippers
92,86,San Antonio Spurs,Memphis Grizzlies
98,80,Miami Heat,Oklahoma City Thunder
112,95,Milwaukee Bucks,Utah Jazz
96,86,Sacramento Kings,Washington Wizards
119,112,Utah Jazz,Denver Nuggets
110,88,Dallas Mavericks,Toronto Raptors
91,94,Oklahoma City Thunder,Atlanta Hawks
90,99,Dallas Mavericks,Boston Celtics
105,103,Sacramento Kings,Charlotte Bobcats
114,97,Chicago Bulls,Golden State Warriors
101,98,Milwaukee Bucks,Houston Rockets
106,95,New Jersey Nets,Los Angeles Clippers
98,92,Orlando Magic,Los Angeles Lakers
125,118,Phoenix Suns,Memphis Grizzlies
