team2Score,team1Score,team1,team2
106,113,New York Knicks,Cleveland Cavaliers
139,125,Utah Jazz,Denver Nuggets
127,121,Boston Celtics,Detroit Pistons
107,117,Los Angeles Lakers,Kansas City Kings
104,83,Indiana Pacers,Milwaukee Bucks
126,108,Atlanta Hawks,New Jersey Nets
117,114,Washington Bullets,Philadelphia 76ers
107,93,San Diego Clippers,Portland Trail Blazers
109,110,Golden State Warriors,Seattle SuperSonics
117,115,Detroit Pistons,Atlanta Hawks
104,97,New Jersey Nets,Chicago Bulls
89,108,Boston Celtics,Cleveland Cavaliers
120,103,Phoenix Suns,Dallas Mavericks
97,95,Portland Trail Blazers,Golden State Warriors
106,100,San Antonio Spurs,Houston Rockets
112,124,Philadelphia 76ers,Indiana Pacers
100,97,Washington Bullets,New York Knicks
141,128,Denver Nuggets,San Diego Clippers
115,120,Los Angeles Lakers,Utah Jazz
116,121,Seattle SuperSonics,Kansas City Kings
123,101,Dallas Mavericks,San Antonio Spurs
95,92,Washington Bullets,Atlanta Hawks
124,130,Dallas Mavericks,Denver Nuggets
106,93,Milwaukee Bucks,Detroit Pistons
116,108,Houston Rockets,Indiana Pacers
116,114,Golden State Warriors,Kansas City Kings
125,113,Cleveland Cavaliers,New Jersey Nets
99,91,Chicago Bulls,Philadelphia 76ers
93,103,Seattle SuperSonics,Phoenix Suns
124,126,Portland Trail Blazers,San Antonio Spurs
119,105,Milwaukee Bucks,Boston Celtics
103,94,Houston Rockets,Cleveland Cavaliers
123,117,Portland Trail Blazers,Dallas Mavericks
110,106,Los Angeles Lakers,San Diego Clippers
125,119,New York Knicks,Seattle SuperSonics
128,131,Denver Nuggets,Kansas City Kings
112,107,Chicago Bulls,New Jersey Nets
142,120,San Antonio Spurs,Phoenix Suns
129,112,Golden State Warriors,Utah Jazz
111,88,Detroit Pistons,Washington Bullets
103,90,Chicago Bulls,Atlanta Hawks
121,105,Indiana Pacers,Boston Celtics
105,84,Dallas Mavericks,Cleveland Cavaliers
108,113,Houston Rockets,Detroit Pistons
94,104,Milwaukee Bucks,Philadelphia 76ers
106,97,New York Knicks,Portland Trail Blazers
121,97,Seattle SuperSonics,San Diego Clippers
107,102,Los Angeles Lakers,Dallas Mavericks
127,121,San Diego Clippers,Denver Nuggets
102,100,New York Knicks,Golden State Warriors
99,87,Cleveland Cavaliers,Indiana Pacers
123,106,Houston Rockets,Kansas City Kings
112,119,Philadelphia 76ers,New Jersey Nets
124,118,San Antonio Spurs,Utah Jazz
117,120,Boston Celtics,Washington Bullets
97,84,Atlanta Hawks,Milwaukee Bucks
122,96,Phoenix Suns,Portland Trail Blazers
132,115,Seattle SuperSonics,San Antonio Spurs
100,97,Kansas City Kings,Chicago Bulls
124,133,Los Angeles Lakers,Denver Nuggets
97,90,Atlanta Hawks,Golden State Warriors
104,122,Portland Trail Blazers,Houston Rockets
97,99,Boston Celtics,Indiana Pacers
90,97,Milwaukee Bucks,New York Knicks
123,116,Phoenix Suns,Seattle SuperSonics
119,113,San Diego Clippers,Washington Bullets
129,122,San Diego Clippers,Boston Celtics
120,116,Philadelphia 76ers,Detroit Pistons
120,106,Dallas Mavericks,Los Angeles Lakers
95,93,Kansas City Kings,Milwaukee Bucks
127,110,Washington Bullets,New Jersey Nets
105,99,Utah Jazz,San Antonio Spurs
113,101,Cleveland Cavaliers,Seattle SuperSonics
99,104,Phoenix Suns,Golden State Warriors
109,118,Utah Jazz,Houston Rockets
91,99,New York Knicks,Indiana Pacers
115,110,Cleveland Cavaliers,Portland Trail Blazers
126,118,Detroit Pistons,Boston Celtics
112,105,San Antonio Spurs,Dallas Mavericks
119,105,Phoenix Suns,Los Angeles Lakers
107,103,Milwaukee Bucks,New Jersey Nets
116,95,San Diego Clippers,New York Knicks
108,100,Kansas City Kings,Philadelphia 76ers
104,93,Atlanta Hawks,Seattle SuperSonics
125,124,Chicago Bulls,Washington Bullets
101,116,Boston Celtics,Chicago Bulls
131,106,Kansas City Kings,Detroit Pistons
109,102,Cleveland Cavaliers,Golden State Warriors
100,98,Dallas Mavericks,Houston Rockets
111,101,New Jersey Nets,Indiana Pacers
126,107,Denver Nuggets,San Antonio Spurs
136,122,Portland Trail Blazers,Utah Jazz
124,118,Utah Jazz,Los Angeles Lakers
108,107,Seattle SuperSonics,Milwaukee Bucks
124,116,San Diego Clippers,Philadelphia 76ers
113,98,Golden State Warriors,Phoenix Suns
135,105,Atlanta Hawks,Portland Trail Blazers
107,102,San Diego Clippers,Atlanta Hawks
112,110,Detroit Pistons,Chicago Bulls
124,140,Boston Celtics,Denver Nuggets
115,112,San Antonio Spurs,Golden State Warriors
86,104,New Jersey Nets,Houston Rockets
126,97,Milwaukee Bucks,Los Angeles Lakers
94,87,Indiana Pacers,New York Knicks
114,112,Utah Jazz,Portland Trail Blazers
100,101,Kansas City Kings,Washington Bullets
122,120,Seattle SuperSonics,Detroit Pistons
102,97,New York Knicks,Philadelphia 76ers
115,104,Cleveland Cavaliers,Phoenix Suns
122,109,Boston Celtics,Utah Jazz
99,94,Philadelphia 76ers,Atlanta Hawks
110,119,Seattle SuperSonics,Chicago Bulls
115,113,New Jersey Nets,Dallas Mavericks
120,131,Denver Nuggets,Golden State Warriors
127,114,Cleveland Cavaliers,Los Angeles Lakers
128,129,Kansas City Kings,San Antonio Spurs
141,122,Milwaukee Bucks,San Diego Clippers
102,94,Indiana Pacers,Washington Bullets
103,110,New York Knicks,Boston Celtics
134,127,Houston Rockets,Denver Nuggets
128,120,Utah Jazz,Detroit Pistons
94,109,Milwaukee Bucks,Phoenix Suns
104,92,Seattle SuperSonics,Atlanta Hawks
110,105,Indiana Pacers,Chicago Bulls
116,107,Phoenix Suns,Dallas Mavericks
133,126,Milwaukee Bucks,Denver Nuggets
125,105,Golden State Warriors,Houston Rockets
104,101,Detroit Pistons,New York Knicks
92,91,Boston Celtics,Philadelphia 76ers
110,117,Los Angeles Lakers,Portland Trail Blazers
109,100,New Jersey Nets,San Antonio Spurs
126,113,Utah Jazz,Washington Bullets
99,97,Cleveland Cavaliers,San Diego Clippers
104,93,Indiana Pacers,Atlanta Hawks
118,117,San Antonio Spurs,Dallas Mavericks
118,96,Phoenix Suns,Houston Rockets
118,99,San Diego Clippers,Kansas City Kings
126,130,Utah Jazz,Los Angeles Lakers
117,113,Boston Celtics,New York Knicks
112,108,Detroit Pistons,Philadelphia 76ers
156,116,Denver Nuggets,Portland Trail Blazers
101,102,Golden State Warriors,Washington Bullets
107,98,Washington Bullets,Cleveland Cavaliers
133,114,San Diego Clippers,Denver Nuggets
113,115,Detroit Pistons,Indiana Pacers
118,94,Golden State Warriors,Milwaukee Bucks
108,110,New Jersey Nets,Phoenix Suns
105,113,Philadelphia 76ers,San Antonio Spurs
106,98,Los Angeles Lakers,Seattle SuperSonics
117,128,Chicago Bulls,Utah Jazz
109,102,Atlanta Hawks,Boston Celtics
98,96,Kansas City Kings,Dallas Mavericks
111,120,Washington Bullets,Detroit Pistons
101,115,Philadelphia 76ers,Houston Rockets
105,110,Golden State Warriors,Indiana Pacers
147,123,New Jersey Nets,Los Angeles Lakers
120,94,Chicago Bulls,Phoenix Suns
133,120,San Diego Clippers,San Antonio Spurs
90,100,Portland Trail Blazers,Seattle SuperSonics
126,124,Denver Nuggets,Utah Jazz
115,109,Houston Rockets,Atlanta Hawks
115,109,Golden State Warriors,Dallas Mavericks
107,104,Phoenix Suns,Denver Nuggets
117,116,Utah Jazz,Kansas City Kings
109,92,Washington Bullets,Milwaukee Bucks
96,84,Cleveland Cavaliers,New York Knicks
122,94,Seattle SuperSonics,Portland Trail Blazers
102,104,New Jersey Nets,San Diego Clippers
114,99,Detroit Pistons,Boston Celtics
114,106,San Antonio Spurs,Cleveland Cavaliers
101,91,New York Knicks,Indiana Pacers
103,100,Chicago Bulls,Los Angeles Lakers
113,104,Portland Trail Blazers,Kansas City Kings
96,105,Denver Nuggets,Atlanta Hawks
103,93,Cleveland Cavaliers,Detroit Pistons
105,111,Los Angeles Lakers,Golden State Warriors
116,110,Chicago Bulls,Houston Rockets
96,98,Philadelphia 76ers,Indiana Pacers
118,106,San Antonio Spurs,New York Knicks
119,114,San Diego Clippers,Seattle SuperSonics
114,110,Phoenix Suns,Utah Jazz
88,94,Milwaukee Bucks,Washington Bullets
130,106,San Antonio Spurs,Boston Celtics
112,105,Portland Trail Blazers,Cleveland Cavaliers
113,102,Houston Rockets,Dallas Mavericks
139,122,Denver Nuggets,Milwaukee Bucks
104,113,New York Knicks,New Jersey Nets
122,110,Atlanta Hawks,Philadelphia 76ers
118,120,Kansas City Kings,Phoenix Suns
115,117,Utah Jazz,San Diego Clippers
106,95,Kansas City Kings,Golden State Warriors
127,93,Washington Bullets,New York Knicks
115,106,Portland Trail Blazers,Boston Celtics
108,99,Indiana Pacers,Cleveland Cavaliers
128,92,Atlanta Hawks,Detroit Pistons
125,102,Seattle SuperSonics,Houston Rockets
118,133,Dallas Mavericks,Los Angeles Lakers
122,107,New Jersey Nets,Milwaukee Bucks
113,116,Utah Jazz,Phoenix Suns
123,94,Chicago Bulls,San Antonio Spurs
109,108,Golden State Warriors,San Diego Clippers
102,91,Cleveland Cavaliers,Atlanta Hawks
110,100,Chicago Bulls,Dallas Mavericks
121,111,Seattle SuperSonics,Denver Nuggets
117,99,Indiana Pacers,Detroit Pistons
122,128,Portland Trail Blazers,New Jersey Nets
117,101,Houston Rockets,New York Knicks
112,107,Kansas City Kings,Utah Jazz
103,98,Philadelphia 76ers,Washington Bullets
114,121,Philadelphia 76ers,Boston Celtics
120,99,San Diego Clippers,Los Angeles Lakers
106,122,Phoenix Suns,San Antonio Spurs
95,88,Phoenix Suns,Atlanta Hawks
105,118,Boston Celtics,Chicago Bulls
108,103,Seattle SuperSonics,Golden State Warriors
109,113,Washington Bullets,Houston Rockets
112,103,Dallas Mavericks,Kansas City Kings
114,105,Cleveland Cavaliers,New Jersey Nets
112,117,Denver Nuggets,New York Knicks
130,118,San Antonio Spurs,Portland Trail Blazers
106,92,Atlanta Hawks,Cleveland Cavaliers
112,114,Washington Bullets,Dallas Mavericks
95,100,Boston Celtics,Indiana Pacers
103,101,Houston Rockets,Milwaukee Bucks
133,128,Denver Nuggets,Philadelphia 76ers
106,102,San Antonio Spurs,San Diego Clippers
116,111,Portland Trail Blazers,Utah Jazz
130,129,Detroit Pistons,Golden State Warriors
129,106,Kansas City Kings,Los Angeles Lakers
120,97,New York Knicks,Phoenix Suns
119,90,Denver Nuggets,Boston Celtics
112,115,Houston Rockets,Chicago Bulls
83,96,Milwaukee Bucks,Cleveland Cavaliers
110,104,Atlanta Hawks,Indiana Pacers
93,100,New Jersey Nets,Philadelphia 76ers
123,117,Detroit Pistons,Portland Trail Blazers
92,111,New York Knicks,San Diego Clippers
132,124,Dallas Mavericks,Seattle SuperSonics
117,126,San Antonio Spurs,Utah Jazz
87,104,Boston Celtics,Atlanta Hawks
