team2Score,team1Score,team1,team2
109,93,Washington Bullets,Chicago Bulls
123,130,Boston Celtics,Detroit Pistons
114,122,Phoenix Suns,Golden State Warriors
104,119,Atlanta Hawks,New Jersey Nets
111,101,Cleveland Cavaliers,Philadelphia 76ers
102,94,Utah Jazz,Seattle SuperSonics
108,111,Philadelphia 76ers,Atlanta Hawks
106,131,New Jersey Nets,Cleveland Cavaliers
111,121,Houston Rockets,Dallas Mavericks
125,121,Golden State Warriors,Denver Nuggets
102,104,Washington Bullets,Indiana Pacers
119,140,Portland Trail Blazers,Kansas City Kings
108,106,Chicago Bulls,Milwaukee Bucks
137,118,Detroit Pistons,New York Knicks
113,112,Los Angeles Lakers,San Antonio Spurs
94,103,Los Angeles Clippers,Utah Jazz
107,96,Los Angeles Lakers,Dallas Mavericks
87,102,Phoenix Suns,Seattle SuperSonics
116,110,Milwaukee Bucks,Chicago Bulls
124,107,Cleveland Cavaliers,Detroit Pistons
106,84,Dallas Mavericks,Houston Rockets
104,109,Chicago Bulls,Kansas City Kings
144,110,Golden State Warriors,Los Angeles Lakers
96,118,Philadelphia 76ers,New Jersey Nets
99,96,Los Angeles Clippers,Phoenix Suns
115,83,Seattle SuperSonics,Portland Trail Blazers
126,118,Denver Nuggets,San Antonio Spurs
117,111,New York Knicks,Utah Jazz
119,104,Atlanta Hawks,Washington Bullets
116,105,New Jersey Nets,Boston Celtics
100,101,Dallas Mavericks,Indiana Pacers
105,79,Washington Bullets,Milwaukee Bucks
114,118,Detroit Pistons,Atlanta Hawks
129,113,Chicago Bulls,Denver Nuggets
108,123,San Antonio Spurs,Golden State Warriors
106,109,Houston Rockets,Kansas City Kings
107,105,New York Knicks,Los Angeles Clippers
139,130,Portland Trail Blazers,Phoenix Suns
105,103,Los Angeles Lakers,Seattle SuperSonics
127,116,Detroit Pistons,Boston Celtics
109,116,Indiana Pacers,Cleveland Cavaliers
119,100,San Antonio Spurs,Los Angeles Lakers
107,103,Dallas Mavericks,Philadelphia 76ers
107,101,Seattle SuperSonics,Utah Jazz
96,102,Milwaukee Bucks,Washington Bullets
127,107,Washington Bullets,Atlanta Hawks
93,105,Phoenix Suns,Dallas Mavericks
112,107,Utah Jazz,Golden State Warriors
105,93,New York Knicks,Houston Rockets
114,128,Denver Nuggets,Kansas City Kings
112,131,Portland Trail Blazers,Los Angeles Clippers
117,88,Cleveland Cavaliers,Milwaukee Bucks
118,117,Indiana Pacers,New Jersey Nets
124,116,Portland Trail Blazers,Los Angeles Lakers
131,130,New York Knicks,San Antonio Spurs
98,107,Detroit Pistons,Cleveland Cavaliers
107,104,Denver Nuggets,Los Angeles Clippers
107,104,New York Knicks,Dallas Mavericks
108,94,Kansas City Kings,Houston Rockets
130,146,Denver Nuggets,Los Angeles Lakers
116,99,Phoenix Suns,Portland Trail Blazers
99,91,Seattle SuperSonics,San Antonio Spurs
135,108,Los Angeles Clippers,Boston Celtics
118,122,Chicago Bulls,Detroit Pistons
103,99,Atlanta Hawks,Milwaukee Bucks
99,88,Washington Bullets,New Jersey Nets
134,113,Indiana Pacers,Philadelphia 76ers
136,124,San Antonio Spurs,Utah Jazz
112,105,Atlanta Hawks,Dallas Mavericks
128,125,Portland Trail Blazers,Denver Nuggets
122,106,Los Angeles Lakers,Golden State Warriors
99,89,Seattle SuperSonics,Houston Rockets
106,121,Chicago Bulls,New York Knicks
112,111,Cleveland Cavaliers,Phoenix Suns
93,88,Los Angeles Clippers,Washington Bullets
130,119,Philadelphia 76ers,Boston Celtics
122,105,Indiana Pacers,Milwaukee Bucks
99,101,Kansas City Kings,New Jersey Nets
126,130,Los Angeles Lakers,Portland Trail Blazers
125,117,Golden State Warriors,Utah Jazz
106,102,Seattle SuperSonics,Dallas Mavericks
147,135,Utah Jazz,Denver Nuggets
104,100,Milwaukee Bucks,Detroit Pistons
117,92,Los Angeles Clippers,Houston Rockets
116,118,Chicago Bulls,Indiana Pacers
113,100,Kansas City Kings,New York Knicks
107,114,Atlanta Hawks,Phoenix Suns
127,103,Cleveland Cavaliers,San Antonio Spurs
112,95,Boston Celtics,Washington Bullets
121,111,New Jersey Nets,Los Angeles Lakers
109,97,Golden State Warriors,Portland Trail Blazers
115,132,Boston Celtics,Indiana Pacers
123,97,Dallas Mavericks,Utah Jazz
99,110,Milwaukee Bucks,Atlanta Hawks
120,117,San Antonio Spurs,Chicago Bulls
122,110,Phoenix Suns,Denver Nuggets
106,98,Cleveland Cavaliers,Houston Rockets
90,99,New Jersey Nets,Los Angeles Clippers
92,103,Washington Bullets,New York Knicks
94,101,Dallas Mavericks,Portland Trail Blazers
109,102,Golden State Warriors,Seattle SuperSonics
115,99,New York Knicks,Boston Celtics
125,117,Houston Rockets,Indiana Pacers
133,137,Detroit Pistons,Philadelphia 76ers
98,86,New Jersey Nets,Phoenix Suns
125,106,San Antonio Spurs,Washington Bullets
99,102,Cleveland Cavaliers,Atlanta Hawks
105,125,Boston Celtics,Chicago Bulls
117,112,Dallas Mavericks,Golden State Warriors
90,103,Milwaukee Bucks,Los Angeles Clippers
129,120,Utah Jazz,Portland Trail Blazers
119,102,Houston Rockets,Denver Nuggets
90,101,Philadelphia 76ers,Detroit Pistons
128,117,San Antonio Spurs,Indiana Pacers
128,116,Kansas City Kings,Los Angeles Lakers
118,106,Milwaukee Bucks,Phoenix Suns
91,89,Portland Trail Blazers,Seattle SuperSonics
118,104,New York Knicks,Washington Bullets
118,108,Indiana Pacers,Atlanta Hawks
100,109,Philadelphia 76ers,Chicago Bulls
110,124,Detroit Pistons,Dallas Mavericks
114,131,New Jersey Nets,Golden State Warriors
141,133,San Antonio Spurs,Houston Rockets
121,113,Kansas City Kings,Los Angeles Clippers
112,88,Cleveland Cavaliers,New York Knicks
108,94,Phoenix Suns,Utah Jazz
96,89,Milwaukee Bucks,Los Angeles Lakers
113,105,Los Angeles Clippers,Portland Trail Blazers
97,102,New Jersey Nets,Seattle SuperSonics
120,137,Indiana Pacers,Chicago Bulls
109,108,Milwaukee Bucks,Dallas Mavericks
123,117,Detroit Pistons,Houston Rockets
129,122,Utah Jazz,Kansas City Kings
130,108,Phoenix Suns,Los Angeles Lakers
106,101,Golden State Warriors,New York Knicks
105,120,Washington Bullets,Philadelphia 76ers
117,107,New Jersey Nets,Portland Trail Blazers
114,124,Denver Nuggets,Seattle SuperSonics
122,90,Utah Jazz,Atlanta Hawks
135,91,Golden State Warriors,Boston Celtics
101,109,New York Knicks,Cleveland Cavaliers
107,112,Philadelphia 76ers,Indiana Pacers
106,112,Denver Nuggets,Los Angeles Clippers
108,98,Chicago Bulls,Milwaukee Bucks
97,102,Los Angeles Lakers,Phoenix Suns
101,114,Detroit Pistons,San Antonio Spurs
97,92,Kansas City Kings,Washington Bullets
118,110,Washington Bullets,Boston Celtics
106,107,Golden State Warriors,Cleveland Cavaliers
97,120,New York Knicks,Detroit Pistons
105,122,Kansas City Kings,Indiana Pacers
117,119,Philadelphia 76ers,Phoenix Suns
94,113,Chicago Bulls,Seattle SuperSonics
111,98,Houston Rockets,Utah Jazz
101,99,New Jersey Nets,Atlanta Hawks
113,95,Houston Rockets,Dallas Mavericks
114,110,Philadelphia 76ers,Denver Nuggets
124,135,Boston Celtics,Kansas City Kings
103,108,Los Angeles Lakers,Los Angeles Clippers
103,97,Golden State Warriors,Milwaukee Bucks
119,100,Indiana Pacers,New York Knicks
141,131,Chicago Bulls,Portland Trail Blazers
117,123,Utah Jazz,San Antonio Spurs
112,106,Detroit Pistons,Washington Bullets
118,111,Atlanta Hawks,Cleveland Cavaliers
114,109,Phoenix Suns,Los Angeles Clippers
94,105,Seattle SuperSonics,Los Angeles Lakers
106,115,Portland Trail Blazers,Cleveland Cavaliers
99,114,Boston Celtics,Dallas Mavericks
139,110,Los Angeles Clippers,Denver Nuggets
109,103,Chicago Bulls,Golden State Warriors
126,105,Milwaukee Bucks,Indiana Pacers
97,96,Atlanta Hawks,New York Knicks
115,102,Utah Jazz,Phoenix Suns
