team2Score,team1Score,team1,team2
82,106,Charlotte Hornets,Atlanta Hawks
81,100,Sacramento Kings,Chicago Bulls
97,93,Milwaukee Bucks,Dallas Mavericks
96,94,Phoenix Suns,Golden State Warriors
98,106,Minnesota Timberwolves,Houston Rockets
82,86,Cleveland Cavaliers,New Jersey Nets
72,101,Philadelphia 76ers,New York Knicks
97,86,Washington Wizards,Orlando Magic
86,96,Los Angeles Lakers,Portland Trail Blazers
98,85,Indiana Pacers,San Antonio Spurs
95,104,Detroit Pistons,Toronto Raptors
107,94,Los Angeles Clippers,Utah Jazz
94,88,Seattle SuperSonics,Vancouver Grizzlies
103,83,Detroit Pistons,Boston Celtics
77,95,Washington Wizards,Charlotte Hornets
102,100,Sacramento Kings,Cleveland Cavaliers
92,97,Utah Jazz,Los Angeles Lakers
105,79,Orlando Magic,Miami Heat
104,98,Toronto Raptors,Philadelphia 76ers
112,99,Denver Nuggets,Seattle SuperSonics
94,88,Indiana Pacers,Dallas Mavericks
101,97,Golden State Warriors,Denver Nuggets
115,93,Milwaukee Bucks,Houston Rockets
91,99,Vancouver Grizzlies,Los Angeles Clippers
94,69,Atlanta Hawks,New York Knicks
108,82,Portland Trail Blazers,Phoenix Suns
103,91,Minnesota Timberwolves,San Antonio Spurs
93,91,Toronto Raptors,Boston Celtics
83,79,Miami Heat,Charlotte Hornets
82,92,New Jersey Nets,Chicago Bulls
93,100,Sacramento Kings,Detroit Pistons
80,87,Philadelphia 76ers,Orlando Magic
76,80,New York Knicks,Washington Wizards
104,107,Orlando Magic,Atlanta Hawks
91,89,Boston Celtics,Cleveland Cavaliers
106,112,Utah Jazz,Dallas Mavericks
99,102,Phoenix Suns,Denver Nuggets
105,117,San Antonio Spurs,Golden State Warriors
94,81,Chicago Bulls,Indiana Pacers
77,74,Houston Rockets,Los Angeles Clippers
82,84,Philadelphia 76ers,Miami Heat
97,88,Detroit Pistons,Milwaukee Bucks
99,91,Sacramento Kings,Minnesota Timberwolves
87,98,Charlotte Hornets,New Jersey Nets
90,97,Portland Trail Blazers,Seattle SuperSonics
103,96,Washington Wizards,Toronto Raptors
