team2Score,team1Score,team1,team2
114,97,Washington Bullets,Atlanta Hawks
125,108,Milwaukee Bucks,Boston Celtics
95,93,Utah Jazz,Dallas Mavericks
139,93,Los Angeles Clippers,Denver Nuggets
110,99,New York Knicks,Detroit Pistons
108,102,San Antonio Spurs,Houston Rockets
113,109,Seattle SuperSonics,Los Angeles Lakers
108,114,Cleveland Cavaliers,New Jersey Nets
108,95,Indiana Pacers,Philadelphia 76ers
118,104,Phoenix Suns,Portland Trail Blazers
134,106,Golden State Warriors,Sacramento Kings
113,105,Cleveland Cavaliers,Atlanta Hawks
104,94,Philadelphia 76ers,Chicago Bulls
99,103,Denver Nuggets,Golden State Warriors
108,95,New York Knicks,Indiana Pacers
99,124,Portland Trail Blazers,Los Angeles Clippers
119,105,Detroit Pistons,Milwaukee Bucks
130,106,Dallas Mavericks,San Antonio Spurs
112,96,Phoenix Suns,Seattle SuperSonics
121,100,Sacramento Kings,Utah Jazz
139,140,Boston Celtics,Washington Bullets
101,92,Houston Rockets,Los Angeles Lakers
87,96,Boston Celtics,New York Knicks
95,105,Chicago Bulls,Atlanta Hawks
121,118,Detroit Pistons,Indiana Pacers
100,88,Utah Jazz,Los Angeles Clippers
115,100,Washington Bullets,Milwaukee Bucks
123,109,Golden State Warriors,Phoenix Suns
111,118,Houston Rockets,Portland Trail Blazers
134,123,Denver Nuggets,Sacramento Kings
124,133,Los Angeles Lakers,San Antonio Spurs
101,117,Dallas Mavericks,Seattle SuperSonics
120,106,Indiana Pacers,Boston Celtics
101,109,Milwaukee Bucks,Cleveland Cavaliers
130,115,Phoenix Suns,Golden State Warriors
96,105,Chicago Bulls,New Jersey Nets
93,94,Atlanta Hawks,New York Knicks
121,92,Dallas Mavericks,Utah Jazz
126,113,Portland Trail Blazers,Denver Nuggets
111,82,Los Angeles Clippers,Los Angeles Lakers
114,116,Houston Rockets,Sacramento Kings
123,118,Seattle SuperSonics,San Antonio Spurs
128,114,Cleveland Cavaliers,Boston Celtics
103,85,New Jersey Nets,Chicago Bulls
95,103,Seattle SuperSonics,Dallas Mavericks
97,94,Golden State Warriors,Los Angeles Clippers
94,113,Detroit Pistons,Philadelphia 76ers
109,92,Phoenix Suns,Utah Jazz
108,101,New York Knicks,Washington Bullets
104,83,Philadelphia 76ers,Atlanta Hawks
110,111,Indiana Pacers,Chicago Bulls
113,128,Detroit Pistons,Cleveland Cavaliers
127,116,Portland Trail Blazers,Dallas Mavericks
130,109,Sacramento Kings,Denver Nuggets
110,118,Los Angeles Lakers,Golden State Warriors
101,93,Utah Jazz,Houston Rockets
93,89,Milwaukee Bucks,New York Knicks
124,113,San Antonio Spurs,Phoenix Suns
108,106,Seattle SuperSonics,Houston Rockets
98,103,Boston Celtics,Indiana Pacers
147,130,San Antonio Spurs,Los Angeles Lakers
112,103,Atlanta Hawks,Milwaukee Bucks
109,113,Washington Bullets,New Jersey Nets
105,101,Washington Bullets,Chicago Bulls
109,88,Boston Celtics,Cleveland Cavaliers
142,115,Portland Trail Blazers,Los Angeles Lakers
120,108,Golden State Warriors,Milwaukee Bucks
114,111,Houston Rockets,New Jersey Nets
111,126,Indiana Pacers,Sacramento Kings
122,121,Los Angeles Clippers,San Antonio Spurs
120,110,Denver Nuggets,Utah Jazz
95,92,Golden State Warriors,Atlanta Hawks
111,109,New York Knicks,Boston Celtics
97,87,Los Angeles Clippers,Dallas Mavericks
106,117,Indiana Pacers,Denver Nuggets
109,113,Philadelphia 76ers,Detroit Pistons
90,80,Utah Jazz,Phoenix Suns
120,114,Portland Trail Blazers,Seattle SuperSonics
82,84,Chicago Bulls,Washington Bullets
97,105,Houston Rockets,Cleveland Cavaliers
108,107,New York Knicks,New Jersey Nets
113,117,Milwaukee Bucks,Sacramento Kings
94,92,Atlanta Hawks,Chicago Bulls
156,142,San Antonio Spurs,Denver Nuggets
131,108,Golden State Warriors,Detroit Pistons
119,116,Dallas Mavericks,Los Angeles Lakers
116,85,Boston Celtics,Philadelphia 76ers
96,112,Los Angeles Clippers,Phoenix Suns
120,101,Washington Bullets,Portland Trail Blazers
99,97,Milwaukee Bucks,Seattle SuperSonics
112,81,Indiana Pacers,Utah Jazz
104,94,Houston Rockets,Atlanta Hawks
132,144,Detroit Pistons,Chicago Bulls
101,88,Philadelphia 76ers,Cleveland Cavaliers
91,97,Denver Nuggets,Los Angeles Clippers
97,107,Boston Celtics,New Jersey Nets
99,91,Golden State Warriors,New York Knicks
96,103,Dallas Mavericks,Sacramento Kings
120,119,Utah Jazz,San Antonio Spurs
124,103,Washington Bullets,Seattle SuperSonics
116,124,Milwaukee Bucks,Los Angeles Lakers
120,110,Indiana Pacers,Portland Trail Blazers
102,107,Chicago Bulls,Boston Celtics
112,117,San Antonio Spurs,New York Knicks
132,104,New Jersey Nets,Denver Nuggets
120,123,Los Angeles Clippers,Golden State Warriors
83,97,Detroit Pistons,Houston Rockets
108,104,Cleveland Cavaliers,Philadelphia 76ers
98,94,Sacramento Kings,Portland Trail Blazers
103,85,Los Angeles Lakers,Seattle SuperSonics
100,83,Washington Bullets,Utah Jazz
