team2Score,team1Score,team1,team2
92,85,Chicago Bulls,Boston Celtics
85,97,New York Knicks,Charlotte Hornets
96,107,San Antonio Spurs,Denver Nuggets
92,79,Washington Wizards,Detroit Pistons
94,86,Cleveland Cavaliers,Houston Rockets
104,87,Utah Jazz,Los Angeles Lakers
114,101,Toronto Raptors,Miami Heat
129,113,Golden State Warriors,Minnesota Timberwolves
97,95,Indiana Pacers,New Jersey Nets
99,105,Atlanta Hawks,Orlando Magic
88,103,Milwaukee Bucks,Philadelphia 76ers
110,100,Los Angeles Clippers,Phoenix Suns
83,91,Seattle SuperSonics,Portland Trail Blazers
88,90,Dallas Mavericks,Vancouver Grizzlies
90,85,Toronto Raptors,Atlanta Hawks
94,74,Philadelphia 76ers,Chicago Bulls
96,83,Golden State Warriors,Indiana Pacers
74,82,Portland Trail Blazers,Los Angeles Clippers
109,113,New Jersey Nets,Milwaukee Bucks
106,90,Charlotte Hornets,Minnesota Timberwolves
83,80,Cleveland Cavaliers,San Antonio Spurs
81,89,Dallas Mavericks,Seattle SuperSonics
102,84,Denver Nuggets,Utah Jazz
97,96,Sacramento Kings,Vancouver Grizzlies
108,109,Miami Heat,Washington Wizards
96,107,Orlando Magic,Boston Celtics
86,94,Detroit Pistons,New York Knicks
77,93,Houston Rockets,Sacramento Kings
87,83,San Antonio Spurs,Chicago Bulls
99,112,Charlotte Hornets,Miami Heat
86,90,Washington Wizards,Utah Jazz
82,71,Detroit Pistons,Atlanta Hawks
80,77,Indiana Pacers,Cleveland Cavaliers
92,87,Vancouver Grizzlies,Dallas Mavericks
96,120,Washington Wizards,Denver Nuggets
110,76,Orlando Magic,Milwaukee Bucks
102,70,Boston Celtics,New York Knicks
106,84,Utah Jazz,Phoenix Suns
122,105,Minnesota Timberwolves,Portland Trail Blazers
98,101,Los Angeles Lakers,Sacramento Kings
118,94,Houston Rockets,Seattle SuperSonics
104,86,Golden State Warriors,Toronto Raptors
74,90,Miami Heat,Boston Celtics
110,103,Dallas Mavericks,Charlotte Hornets
94,81,Orlando Magic,Chicago Bulls
87,99,Indiana Pacers,Detroit Pistons
110,124,Houston Rockets,Los Angeles Clippers
112,96,Golden State Warriors,New Jersey Nets
88,93,Atlanta Hawks,Philadelphia 76ers
87,79,Vancouver Grizzlies,San Antonio Spurs
100,93,Philadelphia 76ers,Milwaukee Bucks
75,105,New York Knicks,Phoenix Suns
92,109,Seattle SuperSonics,Toronto Raptors
80,78,Chicago Bulls,Atlanta Hawks
92,96,Cleveland Cavaliers,Boston Celtics
89,91,Utah Jazz,Denver Nuggets
84,89,Orlando Magic,Detroit Pistons
85,86,Portland Trail Blazers,Houston Rockets
93,99,Seattle SuperSonics,Indiana Pacers
99,94,New York Knicks,Los Angeles Lakers
99,87,Miami Heat,New Jersey Nets
85,98,Los Angeles Clippers,Sacramento Kings
97,108,Minnesota Timberwolves,Vancouver Grizzlies
92,107,Charlotte Hornets,Washington Wizards
89,82,Indiana Pacers,Charlotte Hornets
99,86,New Jersey Nets,Chicago Bulls
97,99,Atlanta Hawks,Cleveland Cavaliers
94,101,Portland Trail Blazers,Dallas Mavericks
90,97,Minnesota Timberwolves,Golden State Warriors
105,123,Phoenix Suns,Los Angeles Clippers
114,106,Washington Wizards,Miami Heat
105,96,Boston Celtics,Milwaukee Bucks
96,87,Toronto Raptors,Orlando Magic
87,80,Utah Jazz,San Antonio Spurs
132,97,Golden State Warriors,Los Angeles Lakers
105,112,Seattle SuperSonics,Philadelphia 76ers
86,78,New York Knicks,Sacramento Kings
104,96,Detroit Pistons,Vancouver Grizzlies
86,82,Detroit Pistons,Portland Trail Blazers
98,100,San Antonio Spurs,Toronto Raptors
89,87,Seattle SuperSonics,Atlanta Hawks
101,80,Chicago Bulls,Cleveland Cavaliers
96,118,Los Angeles Lakers,Dallas Mavericks
101,82,Sacramento Kings,Miami Heat
92,93,San Antonio Spurs,Minnesota Timberwolves
93,90,Denver Nuggets,New York Knicks
119,113,Los Angeles Clippers,Vancouver Grizzlies
96,86,Denver Nuggets,Boston Celtics
83,90,Washington Wizards,Chicago Bulls
71,102,Detroit Pistons,Golden State Warriors
100,114,Philadelphia 76ers,Houston Rockets
86,89,Atlanta Hawks,Indiana Pacers
89,115,Sacramento Kings,Orlando Magic
103,95,Milwaukee Bucks,Phoenix Suns
70,93,New York Knicks,Toronto Raptors
98,80,Vancouver Grizzlies,Utah Jazz
98,99,Philadelphia 76ers,Dallas Mavericks
94,102,Milwaukee Bucks,Los Angeles Clippers
88,91,Washington Wizards,Minnesota Timberwolves
74,85,Cleveland Cavaliers,New Jersey Nets
100,109,Los Angeles Lakers,San Antonio Spurs
95,89,Detroit Pistons,Seattle SuperSonics
104,103,Sacramento Kings,Atlanta Hawks
103,99,Toronto Raptors,Boston Celtics
105,92,Charlotte Hornets,Chicago Bulls
103,113,Los Angeles Lakers,Houston Rockets
82,78,Miami Heat,Indiana Pacers
103,85,Denver Nuggets,Orlando Magic
139,140,Phoenix Suns,Portland Trail Blazers
110,104,Seattle SuperSonics,Utah Jazz
130,96,Los Angeles Clippers,Charlotte Hornets
79,70,Cleveland Cavaliers,Chicago Bulls
77,85,Utah Jazz,Dallas Mavericks
96,88,New Jersey Nets,Detroit Pistons
87,99,Portland Trail Blazers,Golden State Warriors
96,93,Denver Nuggets,Miami Heat
114,87,Sacramento Kings,New York Knicks
101,107,Boston Celtics,Philadelphia 76ers
94,105,Minnesota Timberwolves,San Antonio Spurs
77,105,Indiana Pacers,Toronto Raptors
109,94,Milwaukee Bucks,Vancouver Grizzlies
91,102,Orlando Magic,Washington Wizards
89,83,Los Angeles Clippers,Atlanta Hawks
72,77,New Jersey Nets,Cleveland Cavaliers
121,95,Vancouver Grizzlies,Los Angeles Lakers
96,94,Houston Rockets,Phoenix Suns
119,99,Milwaukee Bucks,Seattle SuperSonics
120,75,Dallas Mavericks,Portland Trail Blazers
98,89,Washington Wizards,Atlanta Hawks
87,100,Vancouver Grizzlies,Denver Nuggets
95,84,New York Knicks,Houston Rockets
87,79,Detroit Pistons,Milwaukee Bucks
112,94,Los Angeles Clippers,Orlando Magic
90,108,Minnesota Timberwolves,Phoenix Suns
102,95,Dallas Mavericks,Sacramento Kings
