team2Score,team1Score,team1,team2
89,108,Boston Celtics,Cleveland Cavaliers
94,87,Detroit Pistons,Dallas Mavericks
89,84,Atlanta Hawks,Houston Rockets
98,87,Portland Trail Blazers,Los Angeles Lakers
83,74,Philadelphia 76ers,Minnesota Timberwolves
103,97,Indiana Pacers,New Jersey Nets
93,91,Washington Wizards,New York Knicks
114,85,Toronto Raptors,Orlando Magic
96,99,Denver Nuggets,Phoenix Suns
101,95,Seattle SuperSonics,Sacramento Kings
109,98,Los Angeles Clippers,San Antonio Spurs
112,119,Milwaukee Bucks,Utah Jazz
92,95,New Jersey Nets,Boston Celtics
100,94,Cleveland Cavaliers,Charlotte Hornets
73,98,Indiana Pacers,Chicago Bulls
97,92,Toronto Raptors,Miami Heat
92,87,Golden State Warriors,Portland Trail Blazers
88,98,Washington Wizards,Atlanta Hawks
101,102,Milwaukee Bucks,Denver Nuggets
101,107,Phoenix Suns,Golden State Warriors
98,92,Los Angeles Clippers,Houston Rockets
80,90,Detroit Pistons,Memphis Grizzlies
92,99,Dallas Mavericks,Philadelphia 76ers
114,108,San Antonio Spurs,Seattle SuperSonics
101,105,Los Angeles Lakers,Utah Jazz
96,82,Chicago Bulls,Boston Celtics
97,93,New York Knicks,Charlotte Hornets
102,88,New Jersey Nets,Detroit Pistons
117,107,Orlando Magic,Indiana Pacers
117,94,Phoenix Suns,Los Angeles Lakers
83,90,Cleveland Cavaliers,Miami Heat
111,102,Memphis Grizzlies,Minnesota Timberwolves
109,92,Dallas Mavericks,Toronto Raptors
90,83,Miami Heat,Atlanta Hawks
84,79,New York Knicks,Chicago Bulls
69,99,Orlando Magic,Cleveland Cavaliers
94,106,Sacramento Kings,Denver Nuggets
88,90,Minnesota Timberwolves,Houston Rockets
108,110,Golden State Warriors,Los Angeles Clippers
105,99,Boston Celtics,Milwaukee Bucks
95,85,Charlotte Hornets,New Jersey Nets
90,106,San Antonio Spurs,Portland Trail Blazers
74,91,Utah Jazz,Seattle SuperSonics
90,76,Philadelphia 76ers,Washington Wizards
100,78,Washington Wizards,Detroit Pistons
96,86,Portland Trail Blazers,Golden State Warriors
100,96,Utah Jazz,Los Angeles Lakers
85,94,Dallas Mavericks,Memphis Grizzlies
100,103,Houston Rockets,Phoenix Suns
103,83,San Antonio Spurs,Sacramento Kings
113,100,Indiana Pacers,Toronto Raptors
109,86,Atlanta Hawks,Los Angeles Clippers
119,123,Seattle SuperSonics,Orlando Magic
99,115,Sacramento Kings,Cleveland Cavaliers
110,92,Charlotte Hornets,Dallas Mavericks
99,93,Denver Nuggets,Houston Rockets
87,85,Seattle SuperSonics,Miami Heat
104,94,New York Knicks,Minnesota Timberwolves
77,87,Indiana Pacers,Philadelphia 76ers
113,101,Memphis Grizzlies,Phoenix Suns
101,83,Utah Jazz,Portland Trail Blazers
104,89,Orlando Magic,San Antonio Spurs
104,95,Washington Wizards,Boston Celtics
73,97,Detroit Pistons,Chicago Bulls
116,104,Sacramento Kings,Indiana Pacers
108,92,Memphis Grizzlies,Los Angeles Clippers
82,64,Cleveland Cavaliers,New York Knicks
109,92,Golden State Warriors,Toronto Raptors
96,89,Atlanta Hawks,Utah Jazz
95,105,San Antonio Spurs,Charlotte Hornets
105,91,Denver Nuggets,Dallas Mavericks
77,72,Philadelphia 76ers,Houston Rockets
86,82,Miami Heat,Milwaukee Bucks
127,74,Chicago Bulls,Minnesota Timberwolves
106,94,Seattle SuperSonics,New Jersey Nets
108,80,Atlanta Hawks,Phoenix Suns
119,101,Los Angeles Clippers,Portland Trail Blazers
104,94,Seattle SuperSonics,Boston Celtics
108,81,Houston Rockets,Denver Nuggets
103,95,New York Knicks,Indiana Pacers
110,86,Memphis Grizzlies,Los Angeles Lakers
115,105,Sacramento Kings,Orlando Magic
100,109,Golden State Warriors,Washington Wizards
85,89,Charlotte Hornets,Chicago Bulls
91,98,Philadelphia 76ers,Dallas Mavericks
105,96,Portland Trail Blazers,Indiana Pacers
111,102,Phoenix Suns,Los Angeles Clippers
75,90,Sacramento Kings,Miami Heat
82,98,Minnesota Timberwolves,Milwaukee Bucks
87,84,Cleveland Cavaliers,New Jersey Nets
71,90,Golden State Warriors,New York Knicks
110,88,Atlanta Hawks,San Antonio Spurs
96,117,Toronto Raptors,Utah Jazz
96,85,Toronto Raptors,Denver Nuggets
98,100,Portland Trail Blazers,Detroit Pistons
108,95,Orlando Magic,Los Angeles Lakers
84,99,Seattle SuperSonics,Washington Wizards
79,86,Golden State Warriors,Memphis Grizzlies
105,98,Orlando Magic,Utah Jazz
101,93,Chicago Bulls,Denver Nuggets
82,91,New Jersey Nets,Indiana Pacers
76,82,Philadelphia 76ers,Miami Heat
103,107,Cleveland Cavaliers,Minnesota Timberwolves
89,82,Portland Trail Blazers,New York Knicks
95,86,Toronto Raptors,Sacramento Kings
90,86,Houston Rockets,San Antonio Spurs
91,92,Phoenix Suns,Seattle SuperSonics
111,79,Utah Jazz,Atlanta Hawks
101,93,Indiana Pacers,Boston Celtics
94,107,Dallas Mavericks,Cleveland Cavaliers
82,89,Toronto Raptors,Golden State Warriors
106,102,Chicago Bulls,Los Angeles Clippers
100,86,Charlotte Hornets,Philadelphia 76ers
92,93,Orlando Magic,Phoenix Suns
98,107,Milwaukee Bucks,Washington Wizards
82,101,Orlando Magic,Denver Nuggets
115,89,Dallas Mavericks,Detroit Pistons
97,98,Los Angeles Lakers,Houston Rockets
85,101,Portland Trail Blazers,Memphis Grizzlies
83,74,Miami Heat,New York Knicks
113,120,Minnesota Timberwolves,Indiana Pacers
85,94,Toronto Raptors,Los Angeles Clippers
87,96,Charlotte Hornets,Miami Heat
109,83,New York Knicks,New Jersey Nets
98,78,Atlanta Hawks,Philadelphia 76ers
95,83,Los Angeles Lakers,Phoenix Suns
105,71,Chicago Bulls,Sacramento Kings
105,91,Cleveland Cavaliers,San Antonio Spurs
100,91,Golden State Warriors,Seattle SuperSonics
92,101,Utah Jazz,Washington Wizards
112,103,Boston Celtics,Atlanta Hawks
87,97,Portland Trail Blazers,Charlotte Hornets
104,98,Indiana Pacers,Detroit Pistons
93,88,Chicago Bulls,Golden State Warriors
124,87,Dallas Mavericks,Houston Rockets
98,93,Cleveland Cavaliers,Memphis Grizzlies
104,93,Utah Jazz,Milwaukee Bucks
103,95,Orlando Magic,Minnesota Timberwolves
82,94,Philadelphia 76ers,New Jersey Nets
93,103,Denver Nuggets,Seattle SuperSonics
99,86,New York Knicks,Los Angeles Clippers
93,85,Sacramento Kings,Los Angeles Lakers
81,87,Toronto Raptors,Phoenix Suns
99,96,New Jersey Nets,Denver Nuggets
113,77,Houston Rockets,Sacramento Kings
97,105,Seattle SuperSonics,Dallas Mavericks
70,94,New York Knicks,Golden State Warriors
106,102,Atlanta Hawks,Indiana Pacers
93,98,Los Angeles Lakers,Los Angeles Clippers
73,80,Minnesota Timberwolves,Miami Heat
87,94,Houston Rockets,Portland Trail Blazers
84,88,Detroit Pistons,Toronto Raptors
88,95,Charlotte Hornets,Washington Wizards
85,92,Atlanta Hawks,Boston Celtics
78,89,Dallas Mavericks,Charlotte Hornets
