team2Score,team1Score,team1,team2
94,106,New York Knicks,Atlanta Hawks
113,92,Minnesota Timberwolves,Boston Celtics
126,119,Washington Bullets,Charlotte Hornets
96,101,Chicago Bulls,Cleveland Cavaliers
81,86,Milwaukee Bucks,Detroit Pistons
94,111,Seattle SuperSonics,Houston Rockets
112,114,Los Angeles Lakers,Los Angeles Clippers
110,100,Miami Heat,Orlando Magic
111,114,New Jersey Nets,Philadelphia 76ers
114,106,San Antonio Spurs,Sacramento Kings
114,129,Golden State Warriors,Utah Jazz
99,100,Atlanta Hawks,Chicago Bulls
106,122,Utah Jazz,Dallas Mavericks
125,121,San Antonio Spurs,Denver Nuggets
87,89,Detroit Pistons,Indiana Pacers
106,94,New Jersey Nets,Miami Heat
124,88,Boston Celtics,Milwaukee Bucks
119,121,Golden State Warriors,Minnesota Timberwolves
89,85,Philadelphia 76ers,New York Knicks
111,105,Los Angeles Clippers,Phoenix Suns
89,85,Houston Rockets,Seattle SuperSonics
98,103,Orlando Magic,Washington Bullets
127,107,Charlotte Hornets,Cleveland Cavaliers
114,124,Sacramento Kings,Los Angeles Lakers
123,104,Denver Nuggets,Portland Trail Blazers
102,97,Indiana Pacers,Chicago Bulls
131,92,Washington Bullets,Cleveland Cavaliers
109,118,Utah Jazz,Denver Nuggets
106,107,Los Angeles Lakers,Golden State Warriors
110,106,Boston Celtics,Miami Heat
118,104,Dallas Mavericks,Minnesota Timberwolves
99,96,New Jersey Nets,New York Knicks
108,112,Charlotte Hornets,Orlando Magic
100,89,Phoenix Suns,Portland Trail Blazers
99,97,Los Angeles Clippers,Sacramento Kings
104,98,Milwaukee Bucks,San Antonio Spurs
99,109,Boston Celtics,Charlotte Hornets
98,96,Detroit Pistons,Chicago Bulls
116,124,Milwaukee Bucks,Dallas Mavericks
101,82,Atlanta Hawks,Houston Rockets
120,114,Philadelphia 76ers,Indiana Pacers
109,101,Sacramento Kings,Los Angeles Clippers
95,88,Miami Heat,Detroit Pistons
122,126,Cleveland Cavaliers,Golden State Warriors
84,88,Minnesota Timberwolves,New Jersey Nets
127,100,Washington Bullets,Orlando Magic
97,104,Atlanta Hawks,San Antonio Spurs
114,102,Los Angeles Lakers,Seattle SuperSonics
91,102,Phoenix Suns,Utah Jazz
115,126,Philadelphia 76ers,Boston Celtics
110,109,Charlotte Hornets,Indiana Pacers
98,124,Los Angeles Clippers,Los Angeles Lakers
96,101,Chicago Bulls,Milwaukee Bucks
115,109,Cleveland Cavaliers,Portland Trail Blazers
106,104,New York Knicks,Washington Bullets
95,104,Miami Heat,Charlotte Hornets
117,84,Denver Nuggets,Chicago Bulls
113,105,Atlanta Hawks,Dallas Mavericks
100,104,Indiana Pacers,Detroit Pistons
116,130,Portland Trail Blazers,Golden State Warriors
101,108,Phoenix Suns,Minnesota Timberwolves
124,113,Orlando Magic,New Jersey Nets
85,80,Boston Celtics,New York Knicks
87,93,Houston Rockets,San Antonio Spurs
133,117,Sacramento Kings,Seattle SuperSonics
124,104,Los Angeles Clippers,Utah Jazz
105,102,Golden State Warriors,Los Angeles Lakers
115,98,Denver Nuggets,Milwaukee Bucks
111,104,Washington Bullets,New Jersey Nets
109,107,Cleveland Cavaliers,Sacramento Kings
117,108,Seattle SuperSonics,Phoenix Suns
109,94,New York Knicks,Portland Trail Blazers
106,114,Milwaukee Bucks,Atlanta Hawks
134,111,Dallas Mavericks,Charlotte Hornets
116,109,Sacramento Kings,Houston Rockets
128,98,Denver Nuggets,Indiana Pacers
115,106,Detroit Pistons,Los Angeles Clippers
119,125,Golden State Warriors,Miami Heat
103,124,Chicago Bulls,Minnesota Timberwolves
97,108,Utah Jazz,New Jersey Nets
106,95,Cleveland Cavaliers,San Antonio Spurs
100,90,New York Knicks,Seattle SuperSonics
101,97,Boston Celtics,Washington Bullets
91,92,Utah Jazz,Boston Celtics
110,120,Orlando Magic,Philadelphia 76ers
127,111,Sacramento Kings,Phoenix Suns
101,108,New Jersey Nets,Atlanta Hawks
99,87,Detroit Pistons,Denver Nuggets
99,92,Cleveland Cavaliers,Houston Rockets
101,91,New York Knicks,Los Angeles Clippers
126,102,Golden State Warriors,Orlando Magic
123,95,Dallas Mavericks,San Antonio Spurs
99,108,Chicago Bulls,Seattle SuperSonics
117,110,Golden State Warriors,Charlotte Hornets
95,97,Utah Jazz,Indiana Pacers
120,118,Chicago Bulls,Los Angeles Lakers
100,108,Washington Bullets,Minnesota Timberwolves
129,128,Miami Heat,Philadelphia 76ers
99,104,Portland Trail Blazers,Sacramento Kings
116,107,Boston Celtics,Atlanta Hawks
108,119,Cleveland Cavaliers,Dallas Mavericks
131,118,Minnesota Timberwolves,Denver Nuggets
103,100,San Antonio Spurs,Houston Rockets
111,107,Phoenix Suns,Los Angeles Clippers
111,123,Charlotte Hornets,Miami Heat
105,95,Indiana Pacers,Milwaukee Bucks
95,104,Philadelphia 76ers,New Jersey Nets
92,77,Orlando Magic,New York Knicks
138,101,Detroit Pistons,Seattle SuperSonics
126,109,Utah Jazz,Washington Bullets
119,107,Denver Nuggets,Los Angeles Lakers
101,114,Golden State Warriors,New Jersey Nets
111,128,Chicago Bulls,Phoenix Suns
115,90,Detroit Pistons,Portland Trail Blazers
97,101,Atlanta Hawks,Boston Celtics
103,99,Seattle SuperSonics,Sacramento Kings
127,119,Philadelphia 76ers,Charlotte Hornets
109,105,Milwaukee Bucks,Cleveland Cavaliers
92,101,Chicago Bulls,Golden State Warriors
88,83,Los Angeles Clippers,Houston Rockets
114,82,Miami Heat,Indiana Pacers
98,88,Washington Bullets,New York Knicks
95,91,San Antonio Spurs,Portland Trail Blazers
103,97,New Jersey Nets,Seattle SuperSonics
150,112,Washington Bullets,Boston Celtics
112,130,Los Angeles Clippers,Dallas Mavericks
114,99,Sacramento Kings,Denver Nuggets
97,101,Charlotte Hornets,Detroit Pistons
98,100,New Jersey Nets,Los Angeles Lakers
110,93,Indiana Pacers,Miami Heat
94,85,Cleveland Cavaliers,Milwaukee Bucks
78,99,New York Knicks,Minnesota Timberwolves
107,94,Houston Rockets,Orlando Magic
105,111,Atlanta Hawks,Philadelphia 76ers
121,117,Portland Trail Blazers,Phoenix Suns
102,128,San Antonio Spurs,Utah Jazz
111,102,Charlotte Hornets,Boston Celtics
122,101,Atlanta Hawks,Cleveland Cavaliers
104,127,Seattle SuperSonics,Dallas Mavericks
116,130,Orlando Magic,Indiana Pacers
106,109,Denver Nuggets,Los Angeles Clippers
93,101,Houston Rockets,Miami Heat
111,115,Milwaukee Bucks,Philadelphia 76ers
121,107,Golden State Warriors,Phoenix Suns
90,98,Los Angeles Lakers,Portland Trail Blazers
110,112,New Jersey Nets,Utah Jazz
83,102,Minnesota Timberwolves,Washington Bullets
112,100,Miami Heat,Atlanta Hawks
122,134,Indiana Pacers,Charlotte Hornets
119,121,Los Angeles Clippers,Denver Nuggets
134,131,Phoenix Suns,Golden State Warriors
99,108,Utah Jazz,Houston Rockets
97,95,Washington Bullets,Milwaukee Bucks
82,80,Detroit Pistons,Minnesota Timberwolves
112,75,Chicago Bulls,New York Knicks
95,93,Cleveland Cavaliers,Orlando Magic
109,117,Boston Celtics,Philadelphia 76ers
89,94,New Jersey Nets,Sacramento Kings
104,97,Seattle SuperSonics,San Antonio Spurs
92,76,New York Knicks,Detroit Pistons
114,85,Dallas Mavericks,Los Angeles Lakers
107,99,Sacramento Kings,Portland Trail Blazers
119,107,Indiana Pacers,Atlanta Hawks
111,101,Boston Celtics,Cleveland Cavaliers
112,105,Houston Rockets,Denver Nuggets
101,85,Portland Trail Blazers,New York Knicks
109,90,Charlotte Hornets,Phoenix Suns
117,110,Los Angeles Lakers,Sacramento Kings
116,102,Orlando Magic,Seattle SuperSonics
116,101,Dallas Mavericks,Utah Jazz
119,106,San Antonio Spurs,Washington Bullets
101,96,Chicago Bulls,Boston Celtics
110,111,Charlotte Hornets,Golden State Warriors
103,112,Portland Trail Blazers,Indiana Pacers
100,97,Miami Heat,Milwaukee Bucks
122,115,Atlanta Hawks,New Jersey Nets
82,98,San Antonio Spurs,Philadelphia 76ers
100,90,New York Knicks,Cleveland Cavaliers
89,95,Los Angeles Lakers,Houston Rockets
