team2Score,team1Score,team1,team2
91,100,Washington Bullets,Atlanta Hawks
116,115,Cleveland Cavaliers,Chicago Bulls
118,116,Milwaukee Bucks,Detroit Pistons
105,119,Denver Nuggets,Golden State Warriors
113,109,Boston Celtics,New Jersey Nets
128,123,Phoenix Suns,Portland Trail Blazers
104,108,Los Angeles Clippers,Sacramento Kings
108,112,Houston Rockets,Utah Jazz
121,118,Detroit Pistons,Chicago Bulls
100,105,Boston Celtics,Cleveland Cavaliers
101,95,Seattle SuperSonics,Dallas Mavericks
123,112,Sacramento Kings,Denver Nuggets
119,92,New Jersey Nets,Indiana Pacers
130,129,Houston Rockets,Los Angeles Clippers
117,91,Atlanta Hawks,Milwaukee Bucks
89,99,Philadelphia 76ers,New York Knicks
116,121,Los Angeles Lakers,San Antonio Spurs
116,99,Golden State Warriors,Portland Trail Blazers
102,87,New York Knicks,Atlanta Hawks
90,97,Washington Bullets,Cleveland Cavaliers
115,133,Los Angeles Lakers,Dallas Mavericks
124,107,New Jersey Nets,Detroit Pistons
105,111,Chicago Bulls,Golden State Warriors
111,99,Seattle SuperSonics,Houston Rockets
119,113,Portland Trail Blazers,Los Angeles Clippers
119,117,Philadelphia 76ers,Milwaukee Bucks
127,142,Denver Nuggets,Phoenix Suns
124,112,Utah Jazz,San Antonio Spurs
117,106,Milwaukee Bucks,Boston Celtics
147,138,Indiana Pacers,New Jersey Nets
132,125,Detroit Pistons,Philadelphia 76ers
102,100,San Antonio Spurs,Utah Jazz
90,73,Seattle SuperSonics,Denver Nuggets
111,104,New York Knicks,Golden State Warriors
120,112,Chicago Bulls,Los Angeles Clippers
107,144,Los Angeles Lakers,Phoenix Suns
122,116,Houston Rockets,Sacramento Kings
107,114,Cleveland Cavaliers,Washington Bullets
109,105,Atlanta Hawks,Boston Celtics
124,116,Indiana Pacers,Detroit Pistons
106,102,Philadelphia 76ers,New Jersey Nets
116,107,Dallas Mavericks,San Antonio Spurs
121,110,Phoenix Suns,Utah Jazz
114,113,Philadelphia 76ers,Atlanta Hawks
119,113,Sacramento Kings,Dallas Mavericks
116,120,Los Angeles Lakers,Golden State Warriors
111,98,San Antonio Spurs,Houston Rockets
117,128,Detroit Pistons,Indiana Pacers
103,95,New York Knicks,Los Angeles Clippers
136,113,New Jersey Nets,Milwaukee Bucks
128,108,Utah Jazz,Portland Trail Blazers
118,100,Chicago Bulls,Seattle SuperSonics
73,88,Boston Celtics,Washington Bullets
110,120,Milwaukee Bucks,Cleveland Cavaliers
110,96,New York Knicks,Portland Trail Blazers
128,113,Atlanta Hawks,Denver Nuggets
127,113,Portland Trail Blazers,Houston Rockets
111,129,Cleveland Cavaliers,Los Angeles Lakers
126,97,San Antonio Spurs,Milwaukee Bucks
112,106,Washington Bullets,New Jersey Nets
84,80,New York Knicks,Seattle SuperSonics
118,99,Golden State Warriors,Utah Jazz
109,111,Portland Trail Blazers,Dallas Mavericks
122,105,Chicago Bulls,Detroit Pistons
105,101,Seattle SuperSonics,Golden State Warriors
105,97,Indiana Pacers,Philadelphia 76ers
106,114,Atlanta Hawks,Phoenix Suns
80,81,San Antonio Spurs,Washington Bullets
131,99,Dallas Mavericks,Denver Nuggets
137,115,Los Angeles Clippers,Houston Rockets
106,97,Chicago Bulls,New Jersey Nets
88,92,Milwaukee Bucks,New York Knicks
94,95,Cleveland Cavaliers,Sacramento Kings
106,116,Los Angeles Lakers,Utah Jazz
125,101,Phoenix Suns,Boston Celtics
130,119,Atlanta Hawks,Golden State Warriors
128,99,Denver Nuggets,Los Angeles Lakers
95,107,San Antonio Spurs,Philadelphia 76ers
92,88,Seattle SuperSonics,Portland Trail Blazers
110,117,Detroit Pistons,Washington Bullets
110,115,Houston Rockets,Dallas Mavericks
105,124,Boston Celtics,Detroit Pistons
127,105,Phoenix Suns,Indiana Pacers
94,97,Atlanta Hawks,Los Angeles Clippers
126,123,Milwaukee Bucks,New Jersey Nets
94,97,Chicago Bulls,New York Knicks
98,93,Seattle SuperSonics,Sacramento Kings
121,114,Cleveland Cavaliers,Utah Jazz
117,111,Sacramento Kings,Golden State Warriors
105,97,Milwaukee Bucks,Philadelphia 76ers
110,107,Cleveland Cavaliers,Portland Trail Blazers
111,104,New Jersey Nets,San Antonio Spurs
103,132,Milwaukee Bucks,Chicago Bulls
124,122,Washington Bullets,Detroit Pistons
127,115,Los Angeles Clippers,Golden State Warriors
127,119,Denver Nuggets,Houston Rockets
119,110,Utah Jazz,Los Angeles Lakers
103,93,Phoenix Suns,New York Knicks
126,115,Sacramento Kings,Portland Trail Blazers
109,90,Dallas Mavericks,Seattle SuperSonics
108,101,Phoenix Suns,Atlanta Hawks
118,114,Indiana Pacers,Boston Celtics
89,93,Seattle SuperSonics,Los Angeles Clippers
137,118,Detroit Pistons,Milwaukee Bucks
110,106,Chicago Bulls,Philadelphia 76ers
100,115,Dallas Mavericks,Utah Jazz
112,109,San Antonio Spurs,Denver Nuggets
112,107,New Jersey Nets,Houston Rockets
104,112,Cleveland Cavaliers,Indiana Pacers
114,102,Portland Trail Blazers,Los Angeles Lakers
112,103,Golden State Warriors,Sacramento Kings
122,118,Detroit Pistons,Atlanta Hawks
118,114,Washington Bullets,Boston Celtics
110,98,New Jersey Nets,Dallas Mavericks
96,127,Los Angeles Lakers,Los Angeles Clippers
118,103,Chicago Bulls,Milwaukee Bucks
117,99,Seattle SuperSonics,Phoenix Suns
133,118,Portland Trail Blazers,Utah Jazz
128,132,Cleveland Cavaliers,Chicago Bulls
113,109,Los Angeles Clippers,Denver Nuggets
118,105,Phoenix Suns,Golden State Warriors
122,117,Dallas Mavericks,Houston Rockets
111,109,Boston Celtics,Indiana Pacers
103,96,Atlanta Hawks,New York Knicks
96,100,Utah Jazz,Sacramento Kings
97,95,Seattle SuperSonics,San Antonio Spurs
118,97,Philadelphia 76ers,Washington Bullets
138,119,New Jersey Nets,Los Angeles Lakers
104,117,Milwaukee Bucks,Portland Trail Blazers
121,114,Indiana Pacers,Chicago Bulls
104,110,Golden State Warriors,Cleveland Cavaliers
123,119,Phoenix Suns,Dallas Mavericks
127,113,Houston Rockets,Denver Nuggets
98,94,Washington Bullets,New York Knicks
102,108,New Jersey Nets,Portland Trail Blazers
99,103,Sacramento Kings,San Antonio Spurs
116,101,Chicago Bulls,Atlanta Hawks
115,106,Utah Jazz,Boston Celtics
109,98,New York Knicks,Detroit Pistons
126,97,Indiana Pacers,Houston Rockets
