team2Score,team1Score,team1,team2
106,111,Indiana Pacers,Atlanta Hawks
100,101,Milwaukee Bucks,Boston Celtics
105,91,Charlotte Hornets,Chicago Bulls
100,106,New York Knicks,Detroit Pistons
110,92,Golden State Warriors,Houston Rockets
112,106,Phoenix Suns,Los Angeles Clippers
98,96,Denver Nuggets,Los Angeles Lakers
99,88,Cleveland Cavaliers,Orlando Magic
105,103,Washington Bullets,Philadelphia 76ers
80,92,Vancouver Grizzlies,Portland Trail Blazers
95,86,Minnesota Timberwolves,Sacramento Kings
97,103,Dallas Mavericks,San Antonio Spurs
94,79,New Jersey Nets,Toronto Raptors
112,94,Seattle SuperSonics,Utah Jazz
124,91,Orlando Magic,Atlanta Hawks
119,108,Philadelphia 76ers,Charlotte Hornets
107,85,Boston Celtics,Chicago Bulls
99,84,Golden State Warriors,Dallas Mavericks
108,116,San Antonio Spurs,Denver Nuggets
97,89,Toronto Raptors,Indiana Pacers
85,71,Cleveland Cavaliers,Miami Heat
71,84,New York Knicks,Milwaukee Bucks
103,89,Los Angeles Lakers,Seattle SuperSonics
100,89,Detroit Pistons,Washington Bullets
104,106,Houston Rockets,Phoenix Suns
109,105,Utah Jazz,Portland Trail Blazers
99,82,Los Angeles Clippers,Sacramento Kings
100,98,Minnesota Timberwolves,Vancouver Grizzlies
105,95,Washington Bullets,Orlando Magic
105,96,Atlanta Hawks,Utah Jazz
108,96,Detroit Pistons,Charlotte Hornets
117,108,Toronto Raptors,Chicago Bulls
101,104,Indiana Pacers,Cleveland Cavaliers
99,88,Vancouver Grizzlies,Dallas Mavericks
98,93,Denver Nuggets,Golden State Warriors
106,89,Milwaukee Bucks,Houston Rockets
93,92,Los Angeles Lakers,Minnesota Timberwolves
104,84,Portland Trail Blazers,New Jersey Nets
94,102,Phoenix Suns,New York Knicks
106,109,Sacramento Kings,Philadelphia 76ers
127,108,Los Angeles Clippers,Seattle SuperSonics
113,109,Phoenix Suns,Boston Celtics
117,122,Seattle SuperSonics,Denver Nuggets
107,100,Portland Trail Blazers,Detroit Pistons
92,100,Atlanta Hawks,Los Angeles Clippers
89,82,Houston Rockets,Miami Heat
130,122,New Jersey Nets,Orlando Magic
111,62,Vancouver Grizzlies,San Antonio Spurs
90,109,Sacramento Kings,Toronto Raptors
108,98,Los Angeles Lakers,Utah Jazz
110,96,Charlotte Hornets,Washington Bullets
88,106,Chicago Bulls,Cleveland Cavaliers
104,94,Milwaukee Bucks,Dallas Mavericks
121,125,Atlanta Hawks,Golden State Warriors
103,95,Indiana Pacers,New York Knicks
94,110,Orlando Magic,Boston Celtics
100,80,Cleveland Cavaliers,Detroit Pistons
95,119,Sacramento Kings,Indiana Pacers
100,97,Seattle SuperSonics,Los Angeles Lakers
106,80,New Jersey Nets,Miami Heat
102,108,Portland Trail Blazers,Minnesota Timberwolves
104,90,Charlotte Hornets,Philadelphia 76ers
104,90,Milwaukee Bucks,San Antonio Spurs
108,112,Phoenix Suns,Toronto Raptors
109,86,Denver Nuggets,Utah Jazz
91,98,Los Angeles Clippers,Vancouver Grizzlies
109,110,New York Knicks,Washington Bullets
123,117,Toronto Raptors,Charlotte Hornets
110,106,Portland Trail Blazers,Chicago Bulls
100,113,Atlanta Hawks,Dallas Mavericks
123,105,Los Angeles Lakers,Golden State Warriors
119,97,Minnesota Timberwolves,Houston Rockets
86,84,Sacramento Kings,New Jersey Nets
94,93,Miami Heat,Orlando Magic
117,81,Vancouver Grizzlies,Seattle SuperSonics
81,84,San Antonio Spurs,Cleveland Cavaliers
108,103,Denver Nuggets,Los Angeles Clippers
120,110,Utah Jazz,New York Knicks
112,109,Golden State Warriors,Phoenix Suns
100,103,Utah Jazz,Toronto Raptors
89,94,Dallas Mavericks,Vancouver Grizzlies
111,104,Charlotte Hornets,Atlanta Hawks
106,118,Los Angeles Clippers,Golden State Warriors
98,84,San Antonio Spurs,Milwaukee Bucks
94,88,Chicago Bulls,Orlando Magic
107,115,Seattle SuperSonics,Philadelphia 76ers
105,99,New York Knicks,Portland Trail Blazers
100,106,Los Angeles Lakers,Sacramento Kings
90,102,Utah Jazz,Boston Celtics
113,94,Cleveland Cavaliers,Chicago Bulls
94,87,Seattle SuperSonics,Detroit Pistons
114,97,Dallas Mavericks,Los Angeles Lakers
97,103,Indiana Pacers,Miami Heat
96,105,San Antonio Spurs,Minnesota Timberwolves
90,79,Charlotte Hornets,New Jersey Nets
127,137,Denver Nuggets,Phoenix Suns
93,96,Houston Rockets,Toronto Raptors
127,95,Philadelphia 76ers,Washington Bullets
97,120,New York Knicks,Golden State Warriors
103,98,Vancouver Grizzlies,Los Angeles Clippers
87,115,Houston Rockets,Milwaukee Bucks
89,80,Indiana Pacers,Orlando Magic
102,105,Sacramento Kings,Portland Trail Blazers
88,91,Miami Heat,Atlanta Hawks
