team2Score,team1Score,team1,team2
97,87,Orlando Magic,Indiana Pacers
116,103,Los Angeles Clippers,Los Angeles Lakers
107,95,Chicago Bulls,Miami Heat
98,94,Brooklyn Nets,Cleveland Cavaliers
118,109,Atlanta Hawks,Dallas Mavericks
113,102,Washington Wizards,Detroit Pistons
125,94,Los Angeles Lakers,Golden State Warriors
96,83,Charlotte Bobcats,Houston Rockets
120,115,Orlando Magic,Minnesota Timberwolves
90,95,Indiana Pacers,New Orleans Pelicans
90,83,Milwaukee Bucks,New York Knicks
114,110,Miami Heat,Philadelphia 76ers
104,91,Portland Trail Blazers,Phoenix Suns
90,88,Denver Nuggets,Sacramento Kings
101,94,Memphis Grizzlies,San Antonio Spurs
93,87,Boston Celtics,Toronto Raptors
98,101,Oklahoma City Thunder,Utah Jazz
82,81,New York Knicks,Chicago Bulls
126,115,Golden State Warriors,Los Angeles Clippers
102,95,Toronto Raptors,Atlanta Hawks
98,105,Milwaukee Bucks,Boston Celtics
101,100,Miami Heat,Brooklyn Nets
90,84,Cleveland Cavaliers,Charlotte Bobcats
98,113,Portland Trail Blazers,Denver Nuggets
113,105,Dallas Mavericks,Houston Rockets
85,91,San Antonio Spurs,Los Angeles Lakers
111,108,Detroit Pistons,Memphis Grizzlies
100,81,Oklahoma City Thunder,Minnesota Timberwolves
110,90,New Orleans Pelicans,Orlando Magic
87,84,Utah Jazz,Phoenix Suns
101,110,Los Angeles Clippers,Sacramento Kings
102,109,Philadelphia 76ers,Washington Wizards
111,99,Memphis Grizzlies,Dallas Mavericks
98,87,Sacramento Kings,Golden State Warriors
89,74,Cleveland Cavaliers,Indiana Pacers
90,97,Toronto Raptors,Milwaukee Bucks
105,84,Charlotte Bobcats,New Orleans Pelicans
107,104,Chicago Bulls,Philadelphia 76ers
115,105,San Antonio Spurs,Portland Trail Blazers
93,104,Houston Rockets,Utah Jazz
87,77,Boston Celtics,Detroit Pistons
105,103,Atlanta Hawks,Los Angeles Lakers
103,93,Washington Wizards,Miami Heat
100,109,Minnesota Timberwolves,New York Knicks
103,96,Phoenix Suns,Oklahoma City Thunder
107,86,Brooklyn Nets,Orlando Magic
93,92,Minnesota Timberwolves,Cleveland Cavaliers
137,118,Houston Rockets,Los Angeles Clippers
95,88,Boston Celtics,Memphis Grizzlies
90,110,Golden State Warriors,Philadelphia 76ers
104,88,Utah Jazz,Brooklyn Nets
123,104,Los Angeles Lakers,Dallas Mavericks
94,102,San Antonio Spurs,Denver Nuggets
91,99,Indiana Pacers,Detroit Pistons
98,104,Phoenix Suns,New Orleans Pelicans
97,102,Charlotte Bobcats,New York Knicks
101,116,Houston Rockets,Portland Trail Blazers
100,105,Atlanta Hawks,Sacramento Kings
95,104,Miami Heat,Toronto Raptors
97,87,Utah Jazz,Boston Celtics
92,90,Toronto Raptors,Charlotte Bobcats
97,80,Chicago Bulls,Indiana Pacers
84,99,New Orleans Pelicans,Memphis Grizzlies
109,104,Cleveland Cavaliers,Milwaukee Bucks
93,106,Golden State Warriors,Minnesota Timberwolves
107,93,Dallas Mavericks,Oklahoma City Thunder
98,90,Los Angeles Clippers,Orlando Magic
102,116,Washington Wizards,Philadelphia 76ers
99,96,Phoenix Suns,San Antonio Spurs
109,107,Atlanta Hawks,Denver Nuggets
98,99,Los Angeles Lakers,Houston Rockets
102,97,Los Angeles Clippers,Miami Heat
91,101,New York Knicks,Charlotte Bobcats
97,73,Utah Jazz,Chicago Bulls
110,119,Oklahoma City Thunder,Detroit Pistons
91,84,Toronto Raptors,Indiana Pacers
116,108,Dallas Mavericks,Minnesota Timberwolves
96,85,Los Angeles Lakers,New Orleans Pelicans
89,91,Boston Celtics,Orlando Magic
94,79,Cleveland Cavaliers,Philadelphia 76ers
114,103,Denver Nuggets,Phoenix Suns
104,91,Sacramento Kings,Portland Trail Blazers
76,74,Golden State Warriors,San Antonio Spurs
112,108,Brooklyn Nets,Washington Wizards
104,94,Orlando Magic,Atlanta Hawks
91,96,Indiana Pacers,Brooklyn Nets
127,125,Philadelphia 76ers,Cleveland Cavaliers
94,107,Los Angeles Clippers,Houston Rockets
108,90,Golden State Warriors,Memphis Grizzlies
110,111,Boston Celtics,Miami Heat
83,91,Dallas Mavericks,Milwaukee Bucks
85,96,Portland Trail Blazers,Sacramento Kings
115,91,Utah Jazz,Toronto Raptors
90,113,Minnesota Timberwolves,Los Angeles Lakers
89,120,San Antonio Spurs,New York Knicks
106,105,Washington Wizards,Oklahoma City Thunder
101,94,New Orleans Pelicans,Phoenix Suns
120,105,Orlando Magic,Boston Celtics
94,103,Atlanta Hawks,Charlotte Bobcats
96,81,Cleveland Cavaliers,Chicago Bulls
110,104,Toronto Raptors,Houston Rockets
95,79,Memphis Grizzlies,Indiana Pacers
109,107,Minnesota Timberwolves,Los Angeles Clippers
85,109,San Antonio Spurs,Philadelphia 76ers
109,103,Detroit Pistons,Portland Trail Blazers
81,100,Denver Nuggets,Utah Jazz
105,95,Washington Wizards,Dallas Mavericks
113,95,Detroit Pistons,Golden State Warriors
116,95,New Orleans Pelicans,Los Angeles Lakers
118,95,Milwaukee Bucks,Miami Heat
91,95,New York Knicks,Atlanta Hawks
83,89,Charlotte Bobcats,Boston Celtics
111,99,Los Angeles Lakers,Denver Nuggets
111,103,Oklahoma City Thunder,Los Angeles Clippers
87,103,Toronto Raptors,Memphis Grizzlies
124,95,Cleveland Cavaliers,Minnesota Timberwolves
94,91,Milwaukee Bucks,Orlando Magic
123,117,Houston Rockets,Philadelphia 76ers
90,89,Phoenix Suns,Portland Trail Blazers
107,86,Brooklyn Nets,Sacramento Kings
92,79,Washington Wizards,San Antonio Spurs
111,105,New Orleans Pelicans,Utah Jazz
116,115,Oklahoma City Thunder,Golden State Warriors
106,109,Houston Rockets,New York Knicks
113,103,Philadelphia 76ers,Atlanta Hawks
96,109,Portland Trail Blazers,Boston Celtics
80,86,Charlotte Bobcats,Cleveland Cavaliers
117,113,Minnesota Timberwolves,Denver Nuggets
104,77,Milwaukee Bucks,Indiana Pacers
86,89,Memphis Grizzlies,Los Angeles Lakers
110,104,Dallas Mavericks,Miami Heat
98,100,Brooklyn Nets,Phoenix Suns
90,97,Detroit Pistons,Sacramento Kings
80,96,Chicago Bulls,Toronto Raptors
82,91,San Antonio Spurs,Utah Jazz
81,97,Miami Heat,Charlotte Bobcats
110,94,Indiana Pacers,Chicago Bulls
102,88,Utah Jazz,Golden State Warriors
122,111,Denver Nuggets,Houston Rockets
110,103,Brooklyn Nets,Los Angeles Clippers
79,92,Oklahoma City Thunder,Milwaukee Bucks
106,88,Boston Celtics,Minnesota Timberwolves
135,98,Philadelphia 76ers,New Orleans Pelicans
90,110,Atlanta Hawks,New York Knicks
100,108,Dallas Mavericks,Orlando Magic
96,103,Cleveland Cavaliers,Washington Wizards
114,99,Detroit Pistons,Los Angeles Lakers
86,97,Memphis Grizzlies,Sacramento Kings
110,118,Portland Trail Blazers,Toronto Raptors
98,108,Portland Trail Blazers,Brooklyn Nets
86,81,Charlotte Bobcats,Chicago Bulls
97,94,Philadelphia 76ers,Dallas Mavericks
102,106,Memphis Grizzlies,Los Angeles Clippers
115,113,Denver Nuggets,Oklahoma City Thunder
87,98,Golden State Warriors,Utah Jazz
92,86,New York Knicks,Detroit Pistons
109,85,Boston Celtics,Houston Rockets
104,88,Atlanta Hawks,Miami Heat
107,104,Phoenix Suns,Sacramento Kings
104,100,Minnesota Timberwolves,Washington Wizards
93,85,Detroit Pistons,Atlanta Hawks
95,91,Brooklyn Nets,Charlotte Bobcats
91,98,Washington Wizards,Cleveland Cavaliers
123,120,Houston Rockets,Dallas Mavericks
81,88,Memphis Grizzlies,Golden State Warriors
