team2Score,team1Score,team1,team2
93,104,Boston Celtics,Cleveland Cavaliers
117,125,Dallas Mavericks,Denver Nuggets
94,86,Atlanta Hawks,Detroit Pistons
93,90,Washington Bullets,Indiana Pacers
113,111,Portland Trail Blazers,Kansas City Kings
117,132,Golden State Warriors,Los Angeles Lakers
114,102,Chicago Bulls,New Jersey Nets
89,104,Philadelphia 76ers,New York Knicks
99,113,Phoenix Suns,San Diego Clippers
128,95,Houston Rockets,Seattle SuperSonics
114,120,San Antonio Spurs,Utah Jazz
97,112,Boston Celtics,Atlanta Hawks
125,143,Washington Bullets,Chicago Bulls
123,128,Utah Jazz,Dallas Mavericks
117,110,Houston Rockets,Golden State Warriors
108,86,New York Knicks,Milwaukee Bucks
110,99,New Jersey Nets,Philadelphia 76ers
112,107,Portland Trail Blazers,San Antonio Spurs
95,119,Milwaukee Bucks,Cleveland Cavaliers
114,110,Phoenix Suns,Denver Nuggets
115,118,Detroit Pistons,Indiana Pacers
109,127,Seattle SuperSonics,San Diego Clippers
105,88,Washington Bullets,Atlanta Hawks
119,128,Detroit Pistons,Cleveland Cavaliers
103,113,Dallas Mavericks,Houston Rockets
119,112,Milwaukee Bucks,Kansas City Kings
110,100,San Diego Clippers,New Jersey Nets
92,87,Portland Trail Blazers,Phoenix Suns
92,120,Seattle SuperSonics,Utah Jazz
111,104,Indiana Pacers,Boston Celtics
102,101,Houston Rockets,Dallas Mavericks
134,135,Los Angeles Lakers,Denver Nuggets
152,144,Chicago Bulls,Detroit Pistons
99,97,New York Knicks,Golden State Warriors
130,111,San Diego Clippers,Philadelphia 76ers
109,107,San Antonio Spurs,Seattle SuperSonics
104,85,New Jersey Nets,Washington Bullets
100,104,Milwaukee Bucks,Atlanta Hawks
118,111,Cleveland Cavaliers,Chicago Bulls
131,108,Denver Nuggets,Los Angeles Lakers
119,104,Utah Jazz,Phoenix Suns
107,108,San Antonio Spurs,Portland Trail Blazers
104,97,Washington Bullets,Boston Celtics
91,99,New Jersey Nets,Cleveland Cavaliers
109,120,Philadelphia 76ers,Detroit Pistons
104,105,San Antonio Spurs,Golden State Warriors
113,118,Dallas Mavericks,Kansas City Kings
130,99,San Diego Clippers,Milwaukee Bucks
112,103,New York Knicks,Seattle SuperSonics
95,93,Detroit Pistons,Atlanta Hawks
129,124,San Diego Clippers,Chicago Bulls
100,112,Phoenix Suns,Dallas Mavericks
127,118,Golden State Warriors,Denver Nuggets
119,115,Boston Celtics,Philadelphia 76ers
110,102,New York Knicks,Portland Trail Blazers
101,104,Los Angeles Lakers,Utah Jazz
119,115,Indiana Pacers,Washington Bullets
103,89,Portland Trail Blazers,Los Angeles Lakers
90,102,Seattle SuperSonics,Milwaukee Bucks
100,102,Boston Celtics,New Jersey Nets
101,100,Phoenix Suns,San Antonio Spurs
111,112,Seattle SuperSonics,Chicago Bulls
105,106,Atlanta Hawks,Denver Nuggets
91,119,Phoenix Suns,Houston Rockets
100,95,San Diego Clippers,Indiana Pacers
139,117,Kansas City Kings,Los Angeles Lakers
82,84,New Jersey Nets,New York Knicks
111,96,Golden State Warriors,Portland Trail Blazers
118,104,Utah Jazz,San Antonio Spurs
105,108,Detroit Pistons,Washington Bullets
101,105,Milwaukee Bucks,Boston Celtics
91,94,Seattle SuperSonics,Dallas Mavericks
115,91,Indiana Pacers,Detroit Pistons
120,132,Cleveland Cavaliers,Golden State Warriors
99,90,New York Knicks,New Jersey Nets
145,108,Chicago Bulls,Philadelphia 76ers
106,100,Kansas City Kings,Phoenix Suns
125,119,Denver Nuggets,Utah Jazz
111,90,Houston Rockets,Portland Trail Blazers
109,105,San Antonio Spurs,San Diego Clippers
118,110,Dallas Mavericks,Boston Celtics
113,105,New Jersey Nets,Chicago Bulls
111,128,Portland Trail Blazers,Denver Nuggets
111,100,Milwaukee Bucks,Detroit Pistons
127,96,Houston Rockets,Los Angeles Lakers
108,117,Indiana Pacers,Philadelphia 76ers
94,81,Cleveland Cavaliers,Phoenix Suns
98,106,Atlanta Hawks,Utah Jazz
87,88,New York Knicks,Washington Bullets
130,140,Denver Nuggets,Dallas Mavericks
114,101,Atlanta Hawks,Golden State Warriors
119,115,Chicago Bulls,Indiana Pacers
100,110,Philadelphia 76ers,New Jersey Nets
112,100,Detroit Pistons,New York Knicks
98,107,Seattle SuperSonics,San Antonio Spurs
111,112,Kansas City Kings,San Diego Clippers
99,102,Seattle SuperSonics,Houston Rockets
111,98,Cleveland Cavaliers,Los Angeles Lakers
98,100,Boston Celtics,Milwaukee Bucks
102,93,Washington Bullets,Philadelphia 76ers
94,102,Phoenix Suns,Portland Trail Blazers
125,120,Golden State Warriors,Chicago Bulls
115,103,Indiana Pacers,Milwaukee Bucks
120,93,Houston Rockets,New York Knicks
113,105,Los Angeles Lakers,Phoenix Suns
106,87,Atlanta Hawks,Portland Trail Blazers
102,105,Kansas City Kings,San Antonio Spurs
130,136,Denver Nuggets,San Diego Clippers
112,94,Houston Rockets,Boston Celtics
118,117,Los Angeles Lakers,Dallas Mavericks
124,122,Golden State Warriors,Indiana Pacers
120,103,Detroit Pistons,Philadelphia 76ers
119,97,Atlanta Hawks,Seattle SuperSonics
101,97,New Jersey Nets,Utah Jazz
112,114,San Antonio Spurs,Washington Bullets
77,89,Milwaukee Bucks,New York Knicks
107,118,Denver Nuggets,Phoenix Suns
107,98,Cleveland Cavaliers,San Diego Clippers
119,111,San Antonio Spurs,Boston Celtics
127,111,Utah Jazz,Chicago Bulls
106,102,Golden State Warriors,Detroit Pistons
98,109,Houston Rockets,Indiana Pacers
122,92,Washington Bullets,Los Angeles Lakers
