team2Score,team1Score,team1,team2
96,117,Utah Jazz,Golden State Warriors
93,95,Houston Rockets,Los Angeles Lakers
106,97,Portland Trail Blazers,San Antonio Spurs
74,92,Dallas Mavericks,Cleveland Cavaliers
120,103,Seattle SuperSonics,Denver Nuggets
119,110,Washington Wizards,Indiana Pacers
101,104,San Antonio Spurs,Memphis Grizzlies
112,103,Chicago Bulls,New Jersey Nets
104,90,Sacramento Kings,New Orleans Hornets
102,83,Milwaukee Bucks,Orlando Magic
106,97,Philadelphia 76ers,Toronto Raptors
80,91,Detroit Pistons,Miami Heat
99,106,Phoenix Suns,Seattle SuperSonics
95,106,Houston Rockets,Utah Jazz
101,94,Dallas Mavericks,Atlanta Hawks
103,83,Washington Wizards,Boston Celtics
102,99,Milwaukee Bucks,Charlotte Bobcats
85,96,Philadelphia 76ers,Chicago Bulls
110,106,New York Knicks,Cleveland Cavaliers
87,85,Miami Heat,Indiana Pacers
120,114,Golden State Warriors,Los Angeles Clippers
91,99,Denver Nuggets,Minnesota Timberwolves
69,106,Toronto Raptors,New Jersey Nets
113,93,Portland Trail Blazers,New Orleans Hornets
92,116,Detroit Pistons,Orlando Magic
98,119,Los Angeles Lakers,Phoenix Suns
96,80,Sacramento Kings,San Antonio Spurs
123,102,Sacramento Kings,Dallas Mavericks
89,80,Portland Trail Blazers,Houston Rockets
111,121,Indiana Pacers,Memphis Grizzlies
78,72,Chicago Bulls,Milwaukee Bucks
88,93,New Jersey Nets,Philadelphia 76ers
133,110,Golden State Warriors,Utah Jazz
82,94,Orlando Magic,Washington Wizards
88,93,New Orleans Hornets,Denver Nuggets
92,91,Atlanta Hawks,Detroit Pistons
115,101,Seattle SuperSonics,Los Angeles Clippers
119,109,Utah Jazz,Los Angeles Lakers
88,90,Charlotte Bobcats,Miami Heat
97,93,Minnesota Timberwolves,New York Knicks
103,92,Cleveland Cavaliers,Phoenix Suns
95,98,Boston Celtics,Toronto Raptors
107,98,Houston Rockets,Dallas Mavericks
83,115,Phoenix Suns,Charlotte Bobcats
91,97,Los Angeles Clippers,Chicago Bulls
104,108,Cleveland Cavaliers,Golden State Warriors
89,81,San Antonio Spurs,Houston Rockets
104,118,New Orleans Hornets,Los Angeles Lakers
112,85,Toronto Raptors,Milwaukee Bucks
103,111,Orlando Magic,Minnesota Timberwolves
87,82,Atlanta Hawks,New Jersey Nets
119,112,Denver Nuggets,New York Knicks
104,98,Seattle SuperSonics,Sacramento Kings
105,96,Phoenix Suns,Atlanta Hawks
119,93,Denver Nuggets,Boston Celtics
89,104,Los Angeles Clippers,Indiana Pacers
94,63,Charlotte Bobcats,Philadelphia 76ers
