team2Score,team1Score,team1,team2
98,107,Chicago Bulls,Boston Celtics
91,92,Dallas Mavericks,Denver Nuggets
95,89,Indiana Pacers,Detroit Pistons
85,97,Los Angeles Clippers,Golden State Warriors
96,85,Sacramento Kings,Houston Rockets
96,82,Phoenix Suns,Los Angeles Lakers
94,81,Atlanta Hawks,Miami Heat
82,78,San Antonio Spurs,Minnesota Timberwolves
77,90,Cleveland Cavaliers,New Jersey Nets
92,96,Washington Bullets,Orlando Magic
103,111,Milwaukee Bucks,Philadelphia 76ers
99,107,New York Knicks,Toronto Raptors
99,91,Seattle SuperSonics,Utah Jazz
85,114,Portland Trail Blazers,Vancouver Grizzlies
78,90,Detroit Pistons,Atlanta Hawks
109,98,Toronto Raptors,Charlotte Hornets
115,86,Philadelphia 76ers,Chicago Bulls
94,107,Sacramento Kings,Dallas Mavericks
95,97,Miami Heat,Indiana Pacers
90,95,Utah Jazz,Los Angeles Clippers
124,102,Boston Celtics,Milwaukee Bucks
95,110,Houston Rockets,Phoenix Suns
104,93,Portland Trail Blazers,Seattle SuperSonics
96,98,Cleveland Cavaliers,Washington Bullets
91,85,Minnesota Timberwolves,Los Angeles Lakers
113,86,Charlotte Hornets,New York Knicks
79,88,Denver Nuggets,San Antonio Spurs
95,105,Golden State Warriors,Vancouver Grizzlies
76,94,Atlanta Hawks,Portland Trail Blazers
72,75,Houston Rockets,Utah Jazz
96,73,Vancouver Grizzlies,Chicago Bulls
68,74,San Antonio Spurs,Cleveland Cavaliers
78,82,Los Angeles Clippers,Denver Nuggets
93,111,Portland Trail Blazers,Golden State Warriors
92,98,Los Angeles Lakers,New York Knicks
81,83,Detroit Pistons,Philadelphia 76ers
95,98,Minnesota Timberwolves,Phoenix Suns
80,102,Houston Rockets,Sacramento Kings
95,117,Atlanta Hawks,Seattle SuperSonics
100,96,Dallas Mavericks,Toronto Raptors
94,84,Indiana Pacers,Boston Celtics
88,78,Los Angeles Lakers,Charlotte Hornets
103,84,Dallas Mavericks,Detroit Pistons
100,106,Chicago Bulls,Miami Heat
105,89,Vancouver Grizzlies,Milwaukee Bucks
96,86,San Antonio Spurs,Washington Bullets
108,110,Houston Rockets,Denver Nuggets
100,105,New York Knicks,Golden State Warriors
95,108,Orlando Magic,New Jersey Nets
98,103,Seattle SuperSonics,Phoenix Suns
95,94,Minnesota Timberwolves,Portland Trail Blazers
87,91,Atlanta Hawks,Sacramento Kings
105,115,Philadelphia 76ers,Boston Celtics
88,72,Vancouver Grizzlies,Cleveland Cavaliers
94,91,Golden State Warriors,Denver Nuggets
80,98,Chicago Bulls,Detroit Pistons
81,88,New York Knicks,Los Angeles Clippers
101,89,Milwaukee Bucks,Miami Heat
86,82,New Jersey Nets,Orlando Magic
75,87,Seattle SuperSonics,San Antonio Spurs
93,92,Los Angeles Lakers,Toronto Raptors
87,102,Charlotte Hornets,Washington Bullets
98,100,Milwaukee Bucks,Charlotte Hornets
104,92,Boston Celtics,Chicago Bulls
84,91,Miami Heat,Dallas Mavericks
91,85,Utah Jazz,Houston Rockets
103,100,Washington Bullets,Indiana Pacers
112,95,Phoenix Suns,Philadelphia 76ers
103,102,Portland Trail Blazers,Sacramento Kings
101,86,Denver Nuggets,Cleveland Cavaliers
81,70,Minnesota Timberwolves,Los Angeles Clippers
92,85,Atlanta Hawks,Los Angeles Lakers
94,81,San Antonio Spurs,Portland Trail Blazers
82,101,New York Knicks,Vancouver Grizzlies
97,79,Phoenix Suns,Chicago Bulls
94,110,Seattle SuperSonics,Sacramento Kings
93,104,Denver Nuggets,Toronto Raptors
87,83,Cleveland Cavaliers,Atlanta Hawks
103,82,Indiana Pacers,Dallas Mavericks
115,126,Los Angeles Lakers,Houston Rockets
105,97,Charlotte Hornets,Miami Heat
99,89,Phoenix Suns,Milwaukee Bucks
100,97,Portland Trail Blazers,Minnesota Timberwolves
97,101,Philadelphia 76ers,New York Knicks
121,102,Golden State Warriors,Seattle SuperSonics
92,99,Los Angeles Clippers,Vancouver Grizzlies
79,92,Detroit Pistons,Washington Bullets
103,85,Atlanta Hawks,Boston Celtics
103,71,Miami Heat,Chicago Bulls
81,70,Portland Trail Blazers,Cleveland Cavaliers
95,94,Denver Nuggets,Detroit Pistons
91,106,Washington Bullets,New Jersey Nets
95,83,Los Angeles Lakers,San Antonio Spurs
110,98,Philadelphia 76ers,Toronto Raptors
105,74,Sacramento Kings,Utah Jazz
95,86,Milwaukee Bucks,Golden State Warriors
90,88,Indiana Pacers,Houston Rockets
78,94,Seattle SuperSonics,Los Angeles Clippers
100,90,Dallas Mavericks,Minnesota Timberwolves
99,96,Toronto Raptors,New York Knicks
96,89,Charlotte Hornets,Orlando Magic
92,89,Phoenix Suns,Vancouver Grizzlies
85,77,Miami Heat,Atlanta Hawks
