team2Score,team1Score,team1,team2
114,106,Phoenix Suns,Los Angeles Lakers
66,108,Chicago Bulls,Miami Heat
87,91,New Orleans/Oklahoma City Hornets,Boston Celtics
99,106,Indiana Pacers,Charlotte Bobcats
97,94,Washington Wizards,Cleveland Cavaliers
97,105,Milwaukee Bucks,Detroit Pistons
98,110,Los Angeles Lakers,Golden State Warriors
117,118,New York Knicks,Memphis Grizzlies
92,83,Sacramento Kings,Minnesota Timberwolves
102,92,Toronto Raptors,New Jersey Nets
109,94,Chicago Bulls,Orlando Magic
88,75,Atlanta Hawks,Philadelphia 76ers
112,104,Los Angeles Clippers,Phoenix Suns
106,110,Portland Trail Blazers,Seattle SuperSonics
107,97,Houston Rockets,Utah Jazz
91,97,San Antonio Spurs,Dallas Mavericks
96,95,Denver Nuggets,Los Angeles Clippers
102,92,New York Knicks,Atlanta Hawks
88,101,Detroit Pistons,Boston Celtics
88,89,Sacramento Kings,Chicago Bulls
109,112,Minnesota Timberwolves,Denver Nuggets
102,89,Portland Trail Blazers,Golden State Warriors
91,100,New Orleans/Oklahoma City Hornets,Indiana Pacers
118,112,Seattle SuperSonics,Los Angeles Lakers
96,83,Charlotte Bobcats,Memphis Grizzlies
91,85,New Jersey Nets,Miami Heat
103,105,Philadelphia 76ers,Orlando Magic
104,108,Utah Jazz,Phoenix Suns
81,88,Cleveland Cavaliers,San Antonio Spurs
109,92,Milwaukee Bucks,Toronto Raptors
92,88,Cleveland Cavaliers,Charlotte Bobcats
95,86,Memphis Grizzlies,Detroit Pistons
107,76,Dallas Mavericks,Houston Rockets
114,108,Phoenix Suns,Los Angeles Clippers
104,91,Sacramento Kings,Milwaukee Bucks
95,109,Indiana Pacers,New York Knicks
88,86,Minnesota Timberwolves,Portland Trail Blazers
106,82,Golden State Warriors,Utah Jazz
124,117,Boston Celtics,Washington Wizards
95,82,Orlando Magic,Atlanta Hawks
96,90,Houston Rockets,New Orleans/Oklahoma City Hornets
107,98,Miami Heat,Philadelphia 76ers
117,101,Los Angeles Lakers,Seattle SuperSonics
94,103,San Antonio Spurs,Toronto Raptors
110,85,Milwaukee Bucks,Chicago Bulls
104,107,Golden State Warriors,Dallas Mavericks
102,89,Portland Trail Blazers,Los Angeles Clippers
93,105,San Antonio Spurs,New York Knicks
106,103,Washington Wizards,Orlando Magic
93,81,Minnesota Timberwolves,Sacramento Kings
103,101,Detroit Pistons,Utah Jazz
95,104,Atlanta Hawks,Cleveland Cavaliers
97,86,Philadelphia 76ers,Indiana Pacers
95,88,Minnesota Timberwolves,Los Angeles Lakers
80,86,Houston Rockets,Memphis Grizzlies
