team2Score,team1Score,team1,team2
90,85,Cleveland Cavaliers,Boston Celtics
108,95,Milwaukee Bucks,Chicago Bulls
96,76,Portland Trail Blazers,Los Angeles Lakers
100,94,Indiana Pacers,Detroit Pistons
103,108,New Orleans Hornets,Golden State Warriors
82,71,Memphis Grizzlies,Houston Rockets
79,117,Los Angeles Lakers,Los Angeles Clippers
98,96,Sacramento Kings,Minnesota Timberwolves
120,115,Miami Heat,New York Knicks
87,98,Milwaukee Bucks,Oklahoma City Thunder
85,99,Atlanta Hawks,Orlando Magic
84,95,Toronto Raptors,Philadelphia 76ers
98,103,Phoenix Suns,San Antonio Spurs
98,94,Denver Nuggets,Utah Jazz
85,95,New Jersey Nets,Washington Wizards
96,79,Charlotte Bobcats,Cleveland Cavaliers
102,112,Houston Rockets,Dallas Mavericks
95,108,New Orleans Hornets,Phoenix Suns
96,80,Chicago Bulls,Boston Celtics
103,113,Denver Nuggets,Los Angeles Clippers
86,84,Orlando Magic,Memphis Grizzlies
103,77,Sacramento Kings,Miami Heat
116,87,New York Knicks,Philadelphia 76ers
100,99,San Antonio Spurs,Portland Trail Blazers
112,108,Golden State Warriors,Toronto Raptors
95,88,Philadelphia 76ers,Atlanta Hawks
100,87,Miami Heat,Charlotte Bobcats
96,86,Memphis Grizzlies,Chicago Bulls
97,104,Los Angeles Lakers,Denver Nuggets
117,109,Washington Wizards,Detroit Pistons
89,77,Oklahoma City Thunder,Houston Rockets
95,79,Boston Celtics,Indiana Pacers
87,91,Toronto Raptors,Milwaukee Bucks
85,95,Dallas Mavericks,Minnesota Timberwolves
97,105,Golden State Warriors,New Jersey Nets
104,92,Cleveland Cavaliers,New Orleans Hornets
121,103,Sacramento Kings,Orlando Magic
107,96,Portland Trail Blazers,Phoenix Suns
101,79,Los Angeles Clippers,Utah Jazz
86,94,Milwaukee Bucks,New York Knicks
88,85,Minnesota Timberwolves,Oklahoma City Thunder
83,101,Detroit Pistons,Charlotte Bobcats
81,100,Cleveland Cavaliers,Dallas Mavericks
73,89,Utah Jazz,Los Angeles Clippers
90,79,Golden State Warriors,Memphis Grizzlies
96,93,Chicago Bulls,Orlando Magic
125,91,Sacramento Kings,Philadelphia 76ers
99,103,Boston Celtics,Houston Rockets
86,114,Phoenix Suns,New Jersey Nets
81,98,Dallas Mavericks,San Antonio Spurs
107,93,Chicago Bulls,Cleveland Cavaliers
111,101,Denver Nuggets,Golden State Warriors
103,113,Phoenix Suns,Indiana Pacers
106,88,Los Angeles Clippers,Los Angeles Lakers
106,83,Philadelphia 76ers,Miami Heat
112,104,Washington Wizards,Milwaukee Bucks
125,129,San Antonio Spurs,Minnesota Timberwolves
79,87,Atlanta Hawks,New Orleans Hornets
101,98,Charlotte Bobcats,New York Knicks
83,96,Boston Celtics,Oklahoma City Thunder
100,95,Memphis Grizzlies,Sacramento Kings
93,100,Detroit Pistons,Toronto Raptors
103,96,Portland Trail Blazers,Utah Jazz
98,88,Philadelphia 76ers,Orlando Magic
101,99,Houston Rockets,Portland Trail Blazers
110,92,Toronto Raptors,Atlanta Hawks
101,89,Milwaukee Bucks,Boston Celtics
92,89,New Orleans Hornets,Charlotte Bobcats
100,83,Phoenix Suns,Chicago Bulls
111,107,Indiana Pacers,Cleveland Cavaliers
108,105,Dallas Mavericks,Denver Nuggets
104,109,Memphis Grizzlies,Golden State Warriors
83,92,Houston Rockets,Los Angeles Clippers
103,96,Detroit Pistons,New Jersey Nets
121,109,Minnesota Timberwolves,Sacramento Kings
83,99,Miami Heat,San Antonio Spurs
104,97,Oklahoma City Thunder,Utah Jazz
108,114,New York Knicks,Washington Wizards
97,106,Cleveland Cavaliers,Chicago Bulls
98,80,New Jersey Nets,Indiana Pacers
96,104,Phoenix Suns,Milwaukee Bucks
100,89,Miami Heat,New Orleans Hornets
106,81,Washington Wizards,Orlando Magic
97,93,Minnesota Timberwolves,Portland Trail Blazers
79,89,Toronto Raptors,Charlotte Bobcats
100,90,Memphis Grizzlies,Denver Nuggets
76,88,Boston Celtics,Detroit Pistons
103,92,Dallas Mavericks,Los Angeles Clippers
111,82,Houston Rockets,Los Angeles Lakers
107,99,Utah Jazz,New York Knicks
85,89,Atlanta Hawks,Oklahoma City Thunder
115,98,Golden State Warriors,Sacramento Kings
94,87,Toronto Raptors,Boston Celtics
107,99,Oklahoma City Thunder,Indiana Pacers
99,94,New Jersey Nets,Miami Heat
99,106,Portland Trail Blazers,Orlando Magic
107,102,Memphis Grizzlies,Phoenix Suns
80,88,Denver Nuggets,Charlotte Bobcats
108,113,Atlanta Hawks,Chicago Bulls
99,93,Milwaukee Bucks,Cleveland Cavaliers
99,106,Los Angeles Lakers,Dallas Mavericks
113,110,Minnesota Timberwolves,Golden State Warriors
80,93,Utah Jazz,Philadelphia 76ers
92,100,Detroit Pistons,Sacramento Kings
92,80,New York Knicks,San Antonio Spurs
103,102,Atlanta Hawks,Boston Celtics
98,103,Sacramento Kings,Los Angeles Clippers
103,132,New York Knicks,Memphis Grizzlies
96,104,Portland Trail Blazers,Miami Heat
82,78,San Antonio Spurs,Milwaukee Bucks
87,98,Indiana Pacers,New Jersey Nets
86,93,Los Angeles Lakers,New Orleans Hornets
92,109,Orlando Magic,Oklahoma City Thunder
82,94,Houston Rockets,Phoenix Suns
96,106,Philadelphia 76ers,Toronto Raptors
95,87,Utah Jazz,Washington Wizards
98,91,Dallas Mavericks,Chicago Bulls
110,99,Denver Nuggets,Cleveland Cavaliers
102,107,Detroit Pistons,Golden State Warriors
85,94,Denver Nuggets,Boston Celtics
104,96,Utah Jazz,Charlotte Bobcats
100,102,Orlando Magic,Dallas Mavericks
92,94,Philadelphia 76ers,Indiana Pacers
95,106,Detroit Pistons,Los Angeles Lakers
96,101,Milwaukee Bucks,Memphis Grizzlies
97,77,Washington Wizards,Miami Heat
115,108,Atlanta Hawks,New Jersey Nets
87,82,Portland Trail Blazers,New Orleans Hornets
116,106,Oklahoma City Thunder,New York Knicks
95,97,Phoenix Suns,Sacramento Kings
77,75,Houston Rockets,San Antonio Spurs
107,119,New Jersey Nets,Atlanta Hawks
104,91,Indiana Pacers,Chicago Bulls
105,93,Utah Jazz,Cleveland Cavaliers
91,82,New Orleans Hornets,Houston Rockets
103,121,Golden State Warriors,Los Angeles Clippers
97,102,Boston Celtics,Milwaukee Bucks
83,88,Portland Trail Blazers,Minnesota Timberwolves
110,85,Oklahoma City Thunder,Philadelphia 76ers
85,90,Orlando Magic,Charlotte Bobcats
90,84,Minnesota Timberwolves,Denver Nuggets
114,124,Dallas Mavericks,New York Knicks
104,86,Detroit Pistons,Phoenix Suns
88,90,San Antonio Spurs,Sacramento Kings
107,96,Miami Heat,Toronto Raptors
83,86,San Antonio Spurs,Los Angeles Clippers
89,100,Houston Rockets,Oklahoma City Thunder
109,97,Phoenix Suns,Utah Jazz
110,101,New York Knicks,Boston Celtics
83,100,Dallas Mavericks,Charlotte Bobcats
114,105,Milwaukee Bucks,Denver Nuggets
111,106,Portland Trail Blazers,Golden State Warriors
113,96,Atlanta Hawks,Indiana Pacers
116,109,Chicago Bulls,Los Angeles Lakers
109,94,Sacramento Kings,Memphis Grizzlies
82,106,Cleveland Cavaliers,New Jersey Nets
103,90,Toronto Raptors,Orlando Magic
87,94,Miami Heat,Washington Wizards
91,87,Washington Wizards,Atlanta Hawks
96,89,Cleveland Cavaliers,Detroit Pistons
86,96,Dallas Mavericks,Houston Rockets
95,101,Toronto Raptors,Miami Heat
102,96,Philadelphia 76ers,Minnesota Timberwolves
96,105,Sacramento Kings,New Orleans Hornets
88,108,Los Angeles Clippers,Oklahoma City Thunder
116,74,Chicago Bulls,Portland Trail Blazers
81,91,Denver Nuggets,San Antonio Spurs
105,94,Milwaukee Bucks,Utah Jazz
98,80,Detroit Pistons,Boston Celtics
92,105,Los Angeles Lakers,Phoenix Suns
88,83,Charlotte Bobcats,Atlanta Hawks
91,76,Memphis Grizzlies,Dallas Mavericks
110,115,Chicago Bulls,Golden State Warriors
98,100,Orlando Magic,Indiana Pacers
104,90,Denver Nuggets,Los Angeles Lakers
104,87,New York Knicks,Milwaukee Bucks
78,95,Boston Celtics,Minnesota Timberwolves
80,105,New Orleans Hornets,Oklahoma City Thunder
89,88,Los Angeles Clippers,Philadelphia 76ers
96,117,Portland Trail Blazers,Sacramento Kings
119,94,Utah Jazz,San Antonio Spurs
127,129,New Jersey Nets,Toronto Raptors
91,103,Houston Rockets,Washington Wizards
74,79,Milwaukee Bucks,Charlotte Bobcats
110,96,Atlanta Hawks,Cleveland Cavaliers
94,103,Utah Jazz,Memphis Grizzlies
109,100,Indiana Pacers,Miami Heat
112,95,Los Angeles Clippers,New Jersey Nets
109,97,Oklahoma City Thunder,New Orleans Hornets
122,117,Washington Wizards,New York Knicks
95,100,Houston Rockets,Orlando Magic
102,92,Portland Trail Blazers,Phoenix Suns
114,101,Chicago Bulls,Denver Nuggets
80,106,Minnesota Timberwolves,Detroit Pistons
118,108,Sacramento Kings,Los Angeles Lakers
89,81,Golden State Warriors,Philadelphia 76ers
103,118,Boston Celtics,Toronto Raptors
93,84,Philadelphia 76ers,Charlotte Bobcats
87,99,New Orleans Hornets,Los Angeles Clippers
81,94,San Antonio Spurs,Memphis Grizzlies
98,107,Houston Rockets,Miami Heat
108,101,Milwaukee Bucks,Orlando Magic
91,90,Sacramento Kings,Portland Trail Blazers
100,101,Chicago Bulls,Utah Jazz
109,106,Indiana Pacers,Dallas Mavericks
120,93,New Jersey Nets,Los Angeles Lakers
101,119,Cleveland Cavaliers,New York Knicks
98,99,Phoenix Suns,Oklahoma City Thunder
124,100,Golden State Warriors,Washington Wizards
102,96,Milwaukee Bucks,Atlanta Hawks
119,111,Golden State Warriors,Boston Celtics
117,82,Oklahoma City Thunder,Cleveland Cavaliers
110,96,New York Knicks,Detroit Pistons
90,91,Indiana Pacers,Houston Rockets
105,106,Denver Nuggets,Los Angeles Clippers
102,110,Phoenix Suns,Minnesota Timberwolves
94,96,Orlando Magic,Philadelphia 76ers
106,68,Miami Heat,Portland Trail Blazers
114,116,New Jersey Nets,Sacramento Kings
98,88,Chicago Bulls,San Antonio Spurs
93,86,Charlotte Bobcats,Toronto Raptors
117,100,Memphis Grizzlies,Utah Jazz
101,105,New Orleans Hornets,Denver Nuggets
90,105,Orlando Magic,Washington Wizards
102,78,Philadelphia 76ers,Boston Celtics
112,97,Golden State Warriors,Cleveland Cavaliers
107,97,Milwaukee Bucks,Detroit Pistons
108,115,Charlotte Bobcats,Indiana Pacers
114,107,Dallas Mavericks,Los Angeles Lakers
103,105,Minnesota Timberwolves,Oklahoma City Thunder
92,107,Miami Heat,Phoenix Suns
101,86,New Orleans Hornets,Portland Trail Blazers
109,98,Memphis Grizzlies,San Antonio Spurs
93,88,Atlanta Hawks,Toronto Raptors
120,94,Sacramento Kings,Utah Jazz
84,89,Boston Celtics,Charlotte Bobcats
103,84,San Antonio Spurs,Houston Rockets
97,96,Miami Heat,Los Angeles Clippers
103,111,Oklahoma City Thunder,Memphis Grizzlies
85,97,Cleveland Cavaliers,Milwaukee Bucks
97,106,Denver Nuggets,Minnesota Timberwolves
138,125,Golden State Warriors,New York Knicks
110,96,Indiana Pacers,Orlando Magic
78,101,Dallas Mavericks,Sacramento Kings
88,105,New Jersey Nets,Utah Jazz
98,102,Atlanta Hawks,Washington Wizards
104,94,Houston Rockets,Denver Nuggets
85,96,Portland Trail Blazers,Detroit Pistons
112,99,Toronto Raptors,Los Angeles Lakers
92,103,Chicago Bulls,Philadelphia 76ers
109,117,New Jersey Nets,Phoenix Suns
107,88,Orlando Magic,Boston Celtics
100,90,Minnesota Timberwolves,Charlotte Bobcats
129,130,Miami Heat,Golden State Warriors
95,103,Philadelphia 76ers,Chicago Bulls
100,98,Los Angeles Clippers,Dallas Mavericks
132,93,Toronto Raptors,Denver Nuggets
118,117,Los Angeles Lakers,Indiana Pacers
88,108,Washington Wizards,New Jersey Nets
97,104,Portland Trail Blazers,New York Knicks
94,99,Utah Jazz,Sacramento Kings
77,89,Detroit Pistons,San Antonio Spurs
105,95,Memphis Grizzlies,Atlanta Hawks
114,96,Indiana Pacers,Boston Celtics
103,97,Oklahoma City Thunder,Charlotte Bobcats
118,82,New York Knicks,Cleveland Cavaliers
103,96,Los Angeles Clippers,Houston Rockets
97,90,Chicago Bulls,Milwaukee Bucks
104,91,Phoenix Suns,New Orleans Hornets
100,89,Minnesota Timberwolves,Orlando Magic
102,114,Los Angeles Lakers,Philadelphia 76ers
