team2Score,team1Score,team1,team2
93,67,Sacramento Kings,New Orleans/Oklahoma City Hornets
108,117,Milwaukee Bucks,Philadelphia 76ers
108,111,Dallas Mavericks,Phoenix Suns
102,91,Denver Nuggets,San Antonio Spurs
114,100,New York Knicks,Boston Celtics
109,105,Charlotte Bobcats,Chicago Bulls
109,87,New Orleans/Oklahoma City Hornets,Cleveland Cavaliers
97,99,Los Angeles Lakers,Denver Nuggets
108,88,Philadelphia 76ers,Detroit Pistons
122,97,Atlanta Hawks,Golden State Warriors
98,89,Sacramento Kings,Houston Rockets
78,97,Miami Heat,Memphis Grizzlies
90,86,Portland Trail Blazers,Minnesota Timberwolves
96,110,Milwaukee Bucks,New Jersey Nets
78,90,Indiana Pacers,Orlando Magic
93,101,Los Angeles Clippers,Seattle SuperSonics
96,99,Washington Wizards,Toronto Raptors
93,82,Dallas Mavericks,Utah Jazz
112,122,Phoenix Suns,Los Angeles Lakers
102,105,Indiana Pacers,Miami Heat
81,82,Detroit Pistons,Boston Celtics
107,68,Portland Trail Blazers,Denver Nuggets
85,91,Utah Jazz,Golden State Warriors
92,77,Atlanta Hawks,Los Angeles Clippers
75,86,Washington Wizards,New York Knicks
85,94,Memphis Grizzlies,Orlando Magic
93,110,Charlotte Bobcats,Philadelphia 76ers
102,76,Cleveland Cavaliers,San Antonio Spurs
107,102,Minnesota Timberwolves,Seattle SuperSonics
92,102,New Jersey Nets,Toronto Raptors
107,105,Boston Celtics,Charlotte Bobcats
103,84,San Antonio Spurs,Dallas Mavericks
117,84,Toronto Raptors,Detroit Pistons
84,91,New Orleans/Oklahoma City Hornets,Houston Rockets
109,111,Philadelphia 76ers,Indiana Pacers
100,99,Minnesota Timberwolves,Los Angeles Clippers
113,106,Cleveland Cavaliers,Memphis Grizzlies
105,100,Miami Heat,Milwaukee Bucks
100,99,Chicago Bulls,New Jersey Nets
94,93,Atlanta Hawks,Portland Trail Blazers
88,97,Phoenix Suns,Utah Jazz
87,79,Orlando Magic,Washington Wizards
112,92,Denver Nuggets,Los Angeles Lakers
81,83,Golden State Warriors,New York Knicks
117,118,Sacramento Kings,Phoenix Suns
