team2Score,team1Score,team1,team2
111,108,Charlotte Hornets,Boston Celtics
110,90,Philadelphia 76ers,Chicago Bulls
105,108,Golden State Warriors,Denver Nuggets
99,109,Milwaukee Bucks,Detroit Pistons
126,121,Los Angeles Lakers,Houston Rockets
103,109,Washington Bullets,Indiana Pacers
97,112,Utah Jazz,Minnesota Timberwolves
106,96,New York Knicks,Orlando Magic
117,106,Cleveland Cavaliers,Portland Trail Blazers
94,90,Los Angeles Clippers,Sacramento Kings
140,99,Dallas Mavericks,San Antonio Spurs
95,99,Phoenix Suns,Seattle SuperSonics
87,89,Detroit Pistons,Atlanta Hawks
108,116,New Jersey Nets,Charlotte Hornets
113,114,Los Angeles Lakers,Dallas Mavericks
109,101,Houston Rockets,Denver Nuggets
153,91,Sacramento Kings,Golden State Warriors
127,112,Utah Jazz,Indiana Pacers
106,105,Cleveland Cavaliers,Los Angeles Clippers
107,93,New York Knicks,Miami Heat
109,107,Chicago Bulls,Milwaukee Bucks
115,122,Orlando Magic,Philadelphia 76ers
76,100,Phoenix Suns,Portland Trail Blazers
126,118,Boston Celtics,Washington Bullets
98,106,San Antonio Spurs,Seattle SuperSonics
98,94,Utah Jazz,Atlanta Hawks
110,118,Golden State Warriors,Chicago Bulls
101,112,Cleveland Cavaliers,Dallas Mavericks
97,96,San Antonio Spurs,Denver Nuggets
117,93,Charlotte Hornets,Detroit Pistons
106,99,Portland Trail Blazers,Houston Rockets
109,114,Los Angeles Clippers,Los Angeles Lakers
89,93,Boston Celtics,Miami Heat
113,85,Milwaukee Bucks,New York Knicks
105,111,Indiana Pacers,Phoenix Suns
98,87,Sacramento Kings,Seattle SuperSonics
106,107,Philadelphia 76ers,Washington Bullets
113,132,Chicago Bulls,Boston Celtics
114,104,Atlanta Hawks,Charlotte Hornets
111,87,Phoenix Suns,Los Angeles Clippers
114,120,Golden State Warriors,Milwaukee Bucks
94,97,Dallas Mavericks,Minnesota Timberwolves
105,88,Washington Bullets,Orlando Magic
107,105,New Jersey Nets,Philadelphia 76ers
112,102,Indiana Pacers,Sacramento Kings
119,93,Portland Trail Blazers,San Antonio Spurs
88,77,Minnesota Timberwolves,Denver Nuggets
105,86,Cleveland Cavaliers,Houston Rockets
89,111,Miami Heat,New Jersey Nets
128,100,Orlando Magic,New York Knicks
95,103,Seattle SuperSonics,Utah Jazz
95,100,Atlanta Hawks,Boston Celtics
122,125,Milwaukee Bucks,Charlotte Hornets
108,92,Dallas Mavericks,Chicago Bulls
106,82,Denver Nuggets,Los Angeles Clippers
126,116,Golden State Warriors,Philadelphia 76ers
113,85,Los Angeles Lakers,Phoenix Suns
121,96,Indiana Pacers,Portland Trail Blazers
107,101,Cleveland Cavaliers,San Antonio Spurs
97,93,Miami Heat,Atlanta Hawks
107,76,Orlando Magic,Chicago Bulls
96,95,Phoenix Suns,Houston Rockets
111,95,Dallas Mavericks,Milwaukee Bucks
100,110,Detroit Pistons,New Jersey Nets
118,113,Charlotte Hornets,New York Knicks
80,84,Minnesota Timberwolves,Sacramento Kings
118,111,Indiana Pacers,Seattle SuperSonics
101,84,Los Angeles Clippers,Utah Jazz
119,127,Golden State Warriors,Washington Bullets
85,79,Washington Bullets,Detroit Pistons
96,86,Minnesota Timberwolves,Los Angeles Lakers
116,90,Boston Celtics,Portland Trail Blazers
106,97,Indiana Pacers,Los Angeles Clippers
102,99,Milwaukee Bucks,Philadelphia 76ers
106,90,Sacramento Kings,Utah Jazz
118,100,Charlotte Hornets,Atlanta Hawks
110,93,Detroit Pistons,Chicago Bulls
119,113,Milwaukee Bucks,Cleveland Cavaliers
92,98,Houston Rockets,Dallas Mavericks
119,116,Phoenix Suns,Golden State Warriors
98,96,New Jersey Nets,New York Knicks
120,82,Denver Nuggets,Portland Trail Blazers
103,126,Boston Celtics,Sacramento Kings
82,95,Orlando Magic,Washington Bullets
95,117,Chicago Bulls,Charlotte Hornets
110,107,New York Knicks,Indiana Pacers
107,102,Detroit Pistons,Miami Heat
114,119,Washington Bullets,Minnesota Timberwolves
92,98,Utah Jazz,New Jersey Nets
100,121,Philadelphia 76ers,Orlando Magic
111,117,Boston Celtics,Phoenix Suns
107,93,Los Angeles Clippers,San Antonio Spurs
115,109,Seattle SuperSonics,Cleveland Cavaliers
95,88,Los Angeles Clippers,Dallas Mavericks
112,115,Los Angeles Lakers,Golden State Warriors
98,96,Atlanta Hawks,Sacramento Kings
122,97,Philadelphia 76ers,Boston Celtics
114,101,Milwaukee Bucks,Chicago Bulls
123,115,Utah Jazz,Detroit Pistons
108,124,Seattle SuperSonics,Indiana Pacers
86,74,Houston Rockets,Los Angeles Lakers
120,105,Charlotte Hornets,Miami Heat
102,107,Portland Trail Blazers,Minnesota Timberwolves
111,116,Washington Bullets,New Jersey Nets
