team2Score,team1Score,team1,team2
94,105,Miami Heat,Dallas Mavericks
86,105,Los Angeles Clippers,Golden State Warriors
87,88,Chicago Bulls,Los Angeles Lakers
106,104,Boston Celtics,New York Knicks
97,89,Orlando Magic,Oklahoma City Thunder
96,95,Milwaukee Bucks,Charlotte Bobcats
96,104,Toronto Raptors,Cleveland Cavaliers
93,115,Denver Nuggets,Dallas Mavericks
99,91,Chicago Bulls,Golden State Warriors
91,79,Detroit Pistons,Indiana Pacers
100,104,Oklahoma City Thunder,Minnesota Timberwolves
104,95,Houston Rockets,Orlando Magic
84,85,New Orleans Hornets,Phoenix Suns
107,103,Philadelphia 76ers,Portland Trail Blazers
100,91,Los Angeles Lakers,Sacramento Kings
95,82,Memphis Grizzlies,San Antonio Spurs
84,90,New Jersey Nets,Washington Wizards
96,71,Utah Jazz,Los Angeles Lakers
115,107,Boston Celtics,Miami Heat
98,95,Minnesota Timberwolves,Milwaukee Bucks
70,106,Atlanta Hawks,New Jersey Nets
101,79,Sacramento Kings,Portland Trail Blazers
101,83,Washington Wizards,Atlanta Hawks
95,96,Miami Heat,Charlotte Bobcats
117,100,Utah Jazz,Denver Nuggets
89,105,Cleveland Cavaliers,Detroit Pistons
92,78,New York Knicks,Golden State Warriors
95,98,Oklahoma City Thunder,Memphis Grizzlies
97,78,Boston Celtics,New Orleans Hornets
83,103,Philadelphia 76ers,Phoenix Suns
115,90,Los Angeles Clippers,San Antonio Spurs
85,90,Indiana Pacers,Toronto Raptors
105,85,San Antonio Spurs,Houston Rockets
99,82,New York Knicks,Los Angeles Lakers
104,102,Dallas Mavericks,Oklahoma City Thunder
94,78,New Jersey Nets,Orlando Magic
111,102,Denver Nuggets,Portland Trail Blazers
98,108,Chicago Bulls,Sacramento Kings
105,98,New Jersey Nets,Atlanta Hawks
96,85,Detroit Pistons,Boston Celtics
79,100,Orlando Magic,Charlotte Bobcats
99,86,Toronto Raptors,Dallas Mavericks
98,91,Cleveland Cavaliers,Indiana Pacers
101,114,Chicago Bulls,Los Angeles Clippers
113,93,Houston Rockets,Memphis Grizzlies
102,81,Washington Wizards,Milwaukee Bucks
101,103,Miami Heat,Minnesota Timberwolves
78,93,Phoenix Suns,New Orleans Hornets
102,99,Philadelphia 76ers,Utah Jazz
96,88,Indiana Pacers,Detroit Pistons
